投稿日,タイトル,再生数
2021-08-14,【かき氷2021】車内でコムドットとの出会い方を模索するおじさんたち,1055936
2021-08-13,【罰ゲーム】テキーラ3人で501ml飲むまで終われない生放送,1245787
2021-08-12,【雑談】自宅待機１週間記念 生配信大会,1687277
2021-08-10,としみつが毎回足負傷する理由を名波さんが教えてくれました,569938
2021-08-07,ニアピンコンテストとも呼べない戯れ,469191
2021-08-05,てつやが｢白子ポン酢｣を作ってくれました,1165846
2021-08-04,てつやの冗談を現実にする男・神バディ｢TAKAOKA｣,633913
2021-08-03,大谷選手のHR競争が観たいのに前日の雷のせいでTVが映らないよぉ！,488081
2021-08-02,【布教】写真集をプレゼントしてメンバーをでんぱ組.inc沼にハメよう！,353579
2021-07-31,【屁待ちサブDAY2】ことわざの一部を｢屁｣にするだけで幸せになれるよ,227441
2021-07-31,【屁待ちサブDAY1】｢屁｣の汎用性高すぎの件,299639
2021-07-30,【復刻】懐かしすぎグッズで懐かし話が止まらない,693786
2021-07-26,【未公開集】海老食ってる人間って実はキモいのでは…,513012
2021-07-25,シバサス様(オフ)にひゅーぎ王新弾を開発させます,1004140
2021-07-24,東海オンエアラジオ 〜控え室でこっそり危ない話〜　#3,440650
2021-07-22,残りの3人の足ツボシーンも観たいんでしょ？,674725
2021-07-21,【完全完結】寝たら即帰宅の旅 報告会,1750579
2021-07-19,【寝即帰宅旅】タクシー待ちゆめまるにとしみつが合流した件,1080156
2021-07-18,【寝即帰宅旅】帰宅勢タクシー待ち反省会,1983471
2021-07-17,【寝即帰宅旅】疲労バスケほぼフルver.,160250
2021-07-17,【寝即帰宅旅】大人のドッジボールほぼフルver.,180340
2021-07-16,【寝即帰宅旅】バドミントンほぼノーカットver.,252932
2021-07-15,【寝即帰宅旅】喫煙所にて ｢60歳の寝たら即帰宅の旅はこうなる…？｣,848747
2021-07-14,寝たら即帰宅の旅  帰宅ダービー予想番組,886620
2021-07-12,東海オンエア、IT企業の面接を受ける  〜ほぼフル編〜,336272
2021-07-11,りょうはたまに｢まんぷく家〜｣とか言い始めます,1318319
2021-07-09,今さらながら人狼ゲームして遊びました,1198714
2021-07-07,そうめん食いました,961262
2021-07-05,サブチャンネタ会議のつもりでした…,975493
2021-07-04,めっちゃ燃える綿危ないので全部燃やして片付けます,589794
2021-07-03,出っ歯くんは虫眼鏡の中学の後輩です,1202609
2021-07-01,わんこそばがたくさん余ってしまった件,1185706
2021-06-30,東海オンエアはこのドーナツたちをカブりなしで選べます,961457
2021-06-28,出たら絶対貼らないといけないBチューバーマンチョコ,1314734
2021-06-26,虫眼鏡、暴論で昼ごはんを｢そうめん｣にしたい,1094098
2021-06-25,【人生初】ちょびっと生プロレス観戦,394222
2021-06-24,うろ覚え｢音楽室に飾ってある肖像画｣お絵描きバトル！,662986
2021-06-22,ゆめまるの子どもは女の子らしい…！！,998305
2021-06-21,余ったシュールストレミングを食べて片付けます,583373
2021-06-20,第１回　東海オンエアブラ外し選手権,978775
2021-06-19,【もったいないサブ】１ヶ月節約生活で節約した素材たち,1183101
2021-06-16,こんなに喜ぶプレゼントなんてあるの？,1280219
2021-06-14,｢ゆめまるパパになる｣ニュースを聞いたとし虫は…！,2358574
2021-06-13,【21夏】スタジオのいらないものを視聴者さんにプレゼントしよう！,587282
2021-06-12,じゃんけんで負けた奴１ヶ月敬語生活,666585
2021-06-10,ゆめまるは悲しいことと謝りたいことがあるようです,746442
2021-06-09,【泥酔その後】人のポケットの中におしっこしてはいけません,855187
2021-06-05,ハイパーなプレゼントをもらいました,528751
2021-06-04,東海オンエア、席替えします,777814
2021-06-03,【バディ参戦】第n回東海オンエアフットサル,439770
2021-06-01,新品のグローブでキャッチボール30回続いたら終わり,427499
2021-05-31,【未公開集】ゆめまる＆としみつで本を出版するなら…,532820
2021-05-29,【闇賭博シーン】飯がないなら体を賭けろ…！,537323
2021-05-28,カイジ爆誕,746653
2021-05-26,【ストレス99】しばゆー一発ギャグ50連発,440400
2021-05-25,大きいプレゼントと小さいプレゼントをもらっちゃいました,547495
2021-05-24,【悪魔】まんぷく家orフットサルor両方じゃんけん,486757
2021-05-22,【獄激辛坦々】しばゆー考案のゲームで負けた奴ペヤング一口食います,948534
2021-05-21,【名鉄】東海オンエアの電車見ちゃった！,542062
2021-05-19,【後】まさかり柴田先生に短歌を教えてもらおう！【縁の下 ニトロ爆弾 参ります】,264234
2021-05-18,【前】まさかり柴田先生に短歌を教えてもらおう！【リーダーの 口元見れば 黄金色】,405267
2021-05-17,初心者が初心者にポケカを教えてみました,589729
2021-05-15,【声優】島﨑信長さん・石川界人さんと生放送イベントをしたんじゃよ,252469
2021-05-14,明日の集合時間はAM4時です(？),1047791
2021-05-13,【本編 5:04~】また東海オンエアのグッズが大量に出たぞ！,615774
2021-05-11,【盗撮】こんにちは！たばこくん！,960916
2021-05-10,【本物の球】プロのスイングすげえ〜って見てる動画,558785
2021-05-09,てつやは今年運が悪いです,594507
2021-05-07,【すごくね？】東海オンエア、電車になりました,485021
2021-05-06,ついに｢たばこくん｣が降臨しました…！,859854
2021-05-04,巨大肉塊争奪じゃんけん大会！,921048
2021-05-03,【前方倒立回転】バック転できるならその前ver.楽勝でしょ！,902752
2021-05-02,超能力者は性感帯も当てられるらしい！,761316
2021-04-30,虫眼鏡、でんぱ組.incを布教します,469992
2021-04-29,【本編の3倍】車の下コントメイキング動画,407016
2021-04-28,【しばゆき】まんぷく家に行くか討論会,1361840
2021-04-27,【未公開集】マ○コの正しい発音を都民に聞いてみよう！,497067
2021-04-24,｢名探偵コナン名台詞バランスゲーム｣やった,1301652
2021-04-23,ケーキ１ホールの煮込みを完食したい,383960
2021-04-21,居残り大食い 【 ∵ ←これ顔に見えるやつ】,706112
2021-04-20,【２回目】東海オンエアにはあらゆる組み合わせのライングループがあります,697174
2021-04-18,東海オンエアストーリーまとめその６,1010920
2021-04-18,東海オンエアストーリーまとめその５,656414
2021-04-16,昼ごはんじゃんけんも落ち着いてできる歳になりました,681134
2021-04-15,お昼ごはんが急に宴会の日,872081
2021-04-13,【根元】てつやくんごめんなさい,1192968
2021-04-12,ゆめまるから悲しいお知らせがあります,1086558
2021-04-10,紳士クイズ 延長戦,555935
2021-04-09,ニトロ爆弾が誕生日だったのでなんでも好きなものを買ってあげます,885385
2021-04-07,【今年こそ】岡崎観光伝道師の任命式2021,624404
2021-04-06,【懐かし過ぎ】64版スマブラはおもしろいのだろうか,674228
2021-04-05,しばゆーとゆめまるの禁煙、1年達成しました,1866660
2021-04-03,【ボドゲ】東海オンエアの｢命名力｣を見よ,755942
2021-04-02,ウマ娘にハマった男たちの末路,1179283
2021-03-31,ゲリラで｢東海オンエア花火｣！？,560602
2021-03-30,64版マリカがシンプルで1番おもしろい？,644927
2021-03-29,【男子大歓喜】セクシーなプレゼントを大量にいただきました！わーい！,843026
2021-03-27,しばゆーが裏スジを探検していました,1231148
2021-03-26,撮影が早く終わったのでランチに行きます,1403789
2021-03-25,みんなでシュークリームを食べよう！！,756724
2021-03-24,としみつのショートプログラム解説,962414
2021-03-23,｢昼ごはん何でもいい｣って言った奴がいます,1870095
2021-03-22,｢東海オンエアマンホール｣除幕式に出席しました,512437
2021-03-20,リサイタルズのメイキング映像を入手しました,1998134
2021-03-19,お説教しておきました,1390178
2021-03-17,【東海オンエア野球部】1番打球の飛距離が出るのは誰だ競争！,351392
2021-03-16,余ったペヤング獄激辛をスタッフが美味しくいただいていく,682386
2021-03-15,普通にワードウルフやってみた,1638206
2021-03-14,虫眼鏡行きつけの酒屋で乾杯,658217
2021-03-12,【本編7:49~】派手な東海オンエアグッズ出ちゃいました,575411
2021-03-11,あれ…としみつさん…？,678435
2021-03-10,【ガチ練】としみつのホームラン競争,394839
2021-03-08,花粉症、嘘説,631260
2021-03-07,背面キャッチ、グローブがちゃんとしてればすぐできた説,610182
2021-03-05,【未公開集】モラル的にアレなご褒美は禁止です,580052
2021-03-03,おもしろ調整動画　幻の３問目,449228
2021-03-02,見せるとてつやが絶対にウインクしてくれるカードを手に入れました,719496
2021-03-01,１ヶ月ふんどし＆10km走おつかれさまでした,1414319
2021-02-27,【Uncensored】ゴルゴ待ちお下劣おっぱいトーク,581700
2021-02-25,あの｢まんぷく家｣がテイクアウトできるらしい…,1462100
2021-02-23,おもしろバスケ罰ゲーム？,472941
2021-02-22,急にめちゃめちゃ豪華な朝ごはんが用意されていた,1436459
2021-02-21,東海オンエアのバディ、かわいそう,576342
2021-02-20,東海オンエアおもしろいんだよなぁ,657962
2021-02-19,【ぴえんである】東海オンエアの前の事務所すごかったんだから,1188671
2021-02-18,おいおい！UUUMとGOLFの話なんてしていいの！？,460570
2021-02-16,この３人の誰かのスタジオの鍵を没収します,676324
2021-02-15,めんどくさいゲームが流行りかけています,616794
2021-02-13,東海オンエアストーリーまとめその４,1237200
2021-02-13,東海オンエアストーリーまとめその３,1136542
2021-02-13,東海オンエアストーリーまとめその２,886690
2021-02-13,東海オンエアストーリーまとめその１,1015014
2021-02-12,りょうととしみつは1人のとき何しているの？,978510
2021-02-11,それはりょうやん事件簿 〜バルブ〜,741081
2021-02-09,【肥満予備軍】久しぶりに受けた健康診断の結果が出ました…,1337255
2021-02-08,TENGAさんからもらったビッグカツがなんかおかしかった,504314
2021-02-06,この声大蛇丸？６面？それとも元気のないジャイアン？,838831
2021-02-05,りょうの顔がパンパンです,1858937
2021-02-03,大遅刻した虫眼鏡をお説教します,1596454
2021-02-02,東海オンエアの料理で｢食紅｣は使用禁止になりました,644417
2021-02-01,【無知すぎた】エヴァンゲリオン名台詞ジェンガ！,484828
2021-01-30,改めてよく行くラーメン屋｢キブサチ｣の食レポしてみます,1361262
2021-01-29,ISO感度が高すぎる状態でカメラをとしみつに渡したら何て言うのか！,518682
2021-01-28,｢てつもんた｣の悪夢、再び,832062
2021-01-26,飲酒缶蹴りその後…借金を返済しよう,1291613
2021-01-25,利ききょうだい 不採用問題を解く,1929480
2021-01-23,ゆめまるお誕生日おめでとう,771561
2021-01-22,遅刻した奴｢全裸監督｣で入室しないといけません,1396711
2021-01-20,【罰ゲーム期間変更ルーレット】語尾変更は2人もいらない…！！！,1883222
2021-01-19,嫌いなことで死んでいく〜大食い禁止編〜【頼みすぎた寿司を食べ終わるまで終わらないサブ３】,760046
2021-01-18,年末の特番どうだった編【頼みすぎた寿司を食べ終わるまで終わらないサブ２】,682254
2021-01-17,【頼みすぎた寿司を食べ終わるまで終わらないサブ 】〜過去のバイト話編〜,1294361
2021-01-16,これ人望ない奴が負けるゲームやん,889486
2021-01-14,【炎を囲んで】ソロキャンプ×３のエモ漢会合,785681
2021-01-12,【キャンプ】飯盒で米炊いてカレーにして食っちまおう,2455643
2021-01-11,親になったら子どもを飛行機のビジネスクラスに乗せる？,1092010
2021-01-10,撮影部屋の壁が白くなりました,847934
2021-01-09,てつやの1200万円の時計が壊れてしまった件,1125731
2021-01-07,【24Hダーツ生活未公開集】虫眼鏡シークレット枠は結局…？,1974489
2021-01-06,【不快注意】どうしても自分のう●こ＆尻穴を総評してほしいしばゆー,539630
2021-01-05,【前立腺】おむつ待ちお下劣トーク,591240
2021-01-04,【タイミング逃】しばゆーの27歳のお誕生日をお祝いします,1226991
2020-12-26,【原点回帰】じゃんけんで負けた奴今からまんぷく家！,935861
2020-12-24,【予算上限なし】クリスマスプレゼント交換会！【2020】,2039468
2020-12-23,東海オンエアカロリー麻雀大会,581585
2020-12-22,しばゆーはのぞき魔なんだそうだ,676581
2020-12-21,朝から晩まで駐車場を貸してくれてありがとう！！,578740
2020-12-19,大食い企画の辛さが伝わらないのは辛い,956915
2020-12-18,【おじさん】東海オンエアの新しいバディさんにあだ名をつけます,1427851
2020-12-17,たまごゲーム,414161
2020-12-15,【罰？褒美？】てつや、豪速球をキャッチングできるのか！？,687964
2020-12-14,【20冬】ゆめまるの家を探検して私物を強奪しちゃおう！,702379
2020-12-13,【豪華】ソフトボール日本代表ピッチャーの豪速球をバットに当てられるのか？,683864
2020-12-11,しばとしゆめの待ち望んだ新連載が始まったらしい,739561
2020-12-09,ウキウキのとしみつ、てつやに誕プレを贈呈,713390
2020-12-08,【未公開集】｢ゆめまる｣という名前以外にもう一つ候補があったらしい…！,984411
2020-12-07,欲しいものは全てじゃんけんで手に入る…！,789934
2020-12-05,東海オンエアたるもの美容にも気を遣わねば！,641570
2020-12-04,【愛知にもあるんだ】1000円自販機見つけたのでやってみた,872538
2020-12-02,てつやの30万円の服が…？,643379
2020-12-01,人間はどう頑張っても２mの落とし穴から脱出することはできないのか？,584638
2020-11-30,岡崎市に東海オンエアのマンホールができるらしい…？,666855
2020-11-28,【儲けたい】東海オンエア桃鉄3年決戦！,6580160
2020-11-27,【vs QuizKnock】頭いい奴らに運動で負けるわけにはいかん！フットサル対決！,695972
2020-11-25,泥酔への道Final 〜ハリーポッターと同じエレベータは嫌だろ〜,498222
2020-11-24,泥酔への道３　〜チャラ箱行きてえ〜,1028396
2020-11-23,泥酔への道２　〜普段はそんな酔わないよ俺ら〜,897546
2020-11-21,泥酔への道１　〜ポンコツキャラはしんどい〜,1606504
2020-11-20,【プライド捨】３vs２ならバスケ部に勝てる！,398041
2020-11-19,バスケ部は1人いるだけでバランスが崩壊します,1072590
2020-11-17,鬼滅の映画を観たてつやがうるさい,924835
2020-11-16,かわいい女の子のフィギュア取りたい,1121650
2020-11-15,てつや誕生日おめでとう？,678999
2020-11-13,【恥】てつやが｢PS5を入手した｣と勘違いしていた件について事情聴取,1102714
2020-11-12,YouTuberだからペヤングペタマックスのやつ食べなきゃ！,3924037
2020-11-11,なにやらとしみつがてつやを怒鳴っていますね,1621803
2020-11-09,旅行の旅！復活できるか？一応次行く県のくじ引き！,782311
2020-11-07,てつやのマジックショーへようこそ,483560
2020-11-06,【2020AW】めっちゃ使いやすいグッズ出ました,501028
2020-11-05,【定期】てつや骨折疑惑,927972
2020-11-04,カタコトの人とチマチョゴリの人がいます,496303
2020-11-02,てつや、神休みで作った編集ストックを使い切る,905356
2020-11-01,【夢叶う】ついに東海オンエアがソシャゲのキャラになった件,842901
2020-10-31,｢鬼滅の刃｣のパロディセクシービデオがすごいっていう話,638785
2020-10-29,神休み明けリハビリトーク２ 〜ゆめまるなにその髪型〜,692671
2020-10-28,神休み明けリハビリトーク 〜ゆめまる発熱＆データ爆死〜,860597
2020-10-27,ゆめまるのベンツ…なんかおかしくね？,3745543
2020-10-26,【2人弁当】サクっと食べられる縛りのお昼ごはんじゃんけん,671113
2020-10-24,第1回 東海オンエアゴルフコンペ,1046847
2020-10-23,マッドサイエンティスト、虫眼鏡の誕生日プレゼントにすごいものをくれました,485128
2020-10-22,【未公開集】実際成人向け漫画家さんって自分の絵でいたせるの？,1048193
2020-10-21,突如撮影の予定がなくなった虫眼鏡の予定をジャンケンで決めてあげる,924998
2020-10-20,今年もまた海に行けなかった,1489334
2020-10-11,【ゲーム性？】９マス将棋1番弱い奴、 Enterキーが｢玉将｣になります,690813
2020-10-09,すげえ遠くまでの運転をじゃんけんで決めます,738696
2020-10-08,メンバーにヘアセットをしてあげました,706784
2020-10-07,｢2度もぶった！親父にもぶたれたことないのに！｣を練習します,507490
2020-10-06,東海オンエアのメイクのようす、興味あればどうぞ,408058
2020-10-05,今年も東海オンエアを１週間お休みします,1042787
2020-10-03,午前8時の雑談③ ｢あごキングさんはサッカーの人ではありません｣,368065
2020-10-02,午前8時の雑談② ｢ゆめまると虫眼鏡車買ったらしい｣,701699
2020-10-01,午前8時の雑談① ｢なんか東京に車で行ってみた｣,665992
2020-09-30,紳士はどうしてもひげそりを借りたい,700187
2020-09-29,【祝】虫眼鏡は28歳になってしまいました,1244779
2020-09-28,わけわからんカードゲームプレイしてみたら意外にあげみざわ(？),596034
2020-09-26,ゆめ虫のプチ呑み旅２ 〜アルハラ編〜,605902
2020-09-25,ゆめ虫のプチ呑み旅 in伊勢,1082098
2020-09-24,寝顔に水34　〜ついにりょうの寝顔が餌食に？〜,807813
2020-09-23,携帯を紛失した虫眼鏡、思わぬ犯人に驚愕…,2179482
2020-09-21,負けた奴｢１週間OS-1しか飲めない生活｣のKLASK対決,1108711
2020-09-19,外ですごい雷が鳴っています,1063516
2020-09-18,中日ドラゴンズ × 東海オンエア コラボグッズが発売だと！？,365200
2020-09-17,てつやの首サポーターに寄せ書きをしてあげます,594651
2020-09-16,東海オンエアには通院部があります,936588
2020-09-15,てつやの珍棒が流出してしまった件について,2247751
2020-09-14,しばゆー宅から盗んだ｢虹亀｣をゆめまるは持ち帰るらしい…,1086922
2020-09-12,くさい５ 〜呪われし獣編〜,435934
2020-09-11,整形外科行って｢完璧だね｣って言われる人いないと思う【アムロ指南２】,444476
2020-09-10,アムロとしての立ち振る舞いを指南したい,690728
2020-09-09,心霊動画の撮影後、おばけより怖いことを言う奴が…,997982
2020-09-08,ゆめまるは二日酔いで撮影できません,1830455
2020-09-07,りょうがニヤニヤしながら変なものを持ってきました,889942
2020-09-05,この中の誰か1人が｢レゴランドホテルのスイートルーム｣に泊まります,842366
2020-09-04,爆速で晩メシを済ませねば…そういうときはじゃんけんだ！,773737
2020-09-03,てつやは重症らしいです,2030573
2020-09-02,アムロ決めじゃんけん,1272781
2020-09-01,りょうが遅刻した！ヤッター！,2676305
2020-08-31,【てつとしゲーム】負けるとしばゆーの歯茎を舐めないといけません,776201
2020-08-29,【優雅な朝】近所の喫茶店でモーニングをいただきました,1364800
2020-08-28,てつや＆としみつ、頭脳ゲームで対戦,780268
2020-08-26,【未公開集】結局臭豆腐が最悪なんだなっていう話,804050
2020-08-25,【満身総理ご来日】撮影早く終わったので｢おやつじゃんけん｣でも,925390
2020-08-24,生のこんにゃくいもを食べると地獄の痛みに襲われるらしい,724517
2020-08-22,登場人物が全員ほぼ熱中症のサッカー対決,823534
2020-08-21,【一旦】りょうくん？大丈夫だよね？,1838152
2020-08-20,なんやかんや結局液体窒素で遊んじゃうのだ,1004316
2020-08-19,てつやは激怒した,3797591
2020-08-18,第１回(多分) 東海オンエアボウリング大会！,966636
2020-08-17,魔球使い・てつやからヒット打つまで終われません,924555
2020-08-15,世界最苦の物質を舐めさせられました,714743
2020-08-14,｢山田さん｣にあだ名をつけます,652434
2020-08-13,東海オンエアに女性の新バディ…大丈夫？,925894
2020-08-11,てつやがまたすごいことに気づいちゃったみたい！,1327668
2020-08-10,野球経験者としみつがキャッチャーなら盗塁阻止すぐ終わるのでは？,1692997
2020-08-08,ぼくたちはパノラマ撮影でおもしろい写真を撮りたいのです,677851
2020-08-07,【プレゼント】しばゆーの家に｢甲冑｣が届きました,845368
2020-08-05,【収録？】奥の部屋から奇声が聞こえてきました…,793913
2020-08-05,しれっと｢とあるもの｣が配信されているらしい…,951181
2020-08-04,酔っ払い2人、罰ゲームでキューを買う,624398
2020-08-03,【結局】ワニの肉のお味…気にならない？,1086279
2020-08-02,【大人になりました】岡崎観光伝道師の任命式 2020,1059624
2020-07-31,東海オンエアの画像が無断使用されている…？,1495607
2020-07-30,東海オンエアはバズりたい,998323
2020-07-29,【偽企画】昔は過激だった？ドラえもんクイズ！,1456275
2020-07-28,【しberEats】まずい,1000057
2020-07-27,【怒号】東海オンエアが外撮影に行くまで,807333
2020-07-25,てつやから皆さんへしょうもないご報告【未公開集もあるヨ】,911116
2020-07-24,第２回 東海オンエア卓球最強王座決定戦！,702354
2020-07-23,としみつさん、でっかいプレゼントを用意してくれました,752284
2020-07-22,虫眼鏡さん、車擦ってるってば,3743509
2020-07-21,てつやの携帯がなくなってる間にしばゆーの携帯がなくなりました,2189938
2020-07-20,てつやに｢携帯隠させて｣とお願いしてみました,1361095
2020-07-18,りょうにガンプラの楽しさを伝えたい,1254757
2020-07-17,【HBD】としみつも27歳になりました,1063788
2020-07-16,【YouTuberのイメージカラー水色多くね？】東海オンエア夏グッズ紹介,717482
2020-07-15,しばゆーのお掃除っぷりをチェックします,691076
2020-07-14,【嫌がりすぎ】じゃんけんで負けた奴・お部屋片付けの刑,891195
2020-07-13,りょうはHなお店に行ったことないらしい,1593444
2020-07-11,てつやハウスの壁画を鑑賞しにいきましょう,646176
2020-07-10,てつや、動画をおもしろくする秘訣を語る,899986
2020-07-09,【無料】てつや大先生の編集講座,1150026
2020-07-08,久々に大都会・名古屋で買い物しちゃいます,1562377
2020-07-07,今日の集合は9時12分です,2481958
2020-07-06,【作業用】３時間チャーハンを炒め続ける男たち,5191696
2020-07-04,東海オンエアおじさんではない説,1049050
2020-07-03,【梨泰院クラスってなに】東海オンエアおじさん化現象,955110
2020-07-02,アシスタントがアホすぎる問題,1113172
2020-07-01,小泥棒しばゆー、ちん●んを出しまくる,1295876
2020-06-30,１週間果食生活 虫眼鏡超おしゃべり版,1539148
2020-06-29,１週間獄激辛生活 ほぼノーカット版,358367
2020-06-27,新しい法律ができました,712497
2020-06-26,｢作った料理はスタッフが美味しくいただきました｣のやつ,1351007
2020-06-25,寝顔に水33 〜宿題には計画的に取り組もう〜,583592
2020-06-24,【錬金】おしっこから｢リン｣を取り出す研究をしたいんだそうな,725536
2020-06-23,ハイボール初心者2人の宅飲みサブチャンネル,2050459
2020-06-22,としみつは｢毛｣について悩みがあるそうです,1270221
2020-06-20,140km/hくらいの球でホームラン競争します,727026
2020-06-19,ゆめまるはなにか謝りたいことがあるようです,779290
2020-06-18,としみつ、野球部の思い出を語る(5秒で),1573236
2020-06-17,視聴者さんからとあるクレームが届きました,1617365
2020-06-16,【オセロ】15分勉強したてつや vs 無知の虫眼鏡,999222
2020-06-15,【オセロ】なんか強そうなりょうに虫眼鏡が挑戦します,706419
2020-06-14,ゆめまるは引っ越すので私物をたくさん視聴者さんにあげちゃいます,765938
2020-06-12,まんぷく家に行きたいと駄々をこねる虫眼鏡,3294202
2020-06-11,【プチサプライズ】りょうは27歳になりました,1373237
2020-06-10,【モンスト】死ぬほど久しぶりに轟絶・パラドクスに初見挑戦してみた！,1017265
2020-06-09,ゆめまる宛に肛門科の先生から手紙が届きました,889308
2020-06-08,てつやがお尻から大流血してしまいました(？),1299984
2020-06-06,【頑張れニトロ爆弾】東海オンエアの撮影準備はたいへんな仕事です,905856
2020-06-05,大泥棒しばゆー、1年越しの逮捕,1359347
2020-06-03,本当に怖い人に絡まれたときってこわいよね,836651
2020-06-02,虫眼鏡、アニメみたいなシーンに出くわす,1517995
2020-06-01,【ポンコツとは】誕生！清潔刑事(せいけつデカ)！,1322226
2020-05-30,【日本ダービー】虫眼鏡、200万円の大勝負！,2253564
2020-05-29,【遊戯王】フィギュアスケート田中刑事選手とリモートデュエルだァ！,456555
2020-05-28,はい〜あまりにもお米食べ過ぎ奴〜,3026941
2020-05-26,東海オンエアは罰ゲームを自粛します(しばらく),2069007
2020-05-25,第１回おうち卓球王者決定戦 決勝,609822
2020-05-23,【夢】でっかいおうちを建てたいんだな！,1704018
2020-05-22,としみつが自分を見つめなおしています,1685752
2020-05-21,【HIKAKINさんの動画を観て】東海オンエアも募金に協力します,915474
2020-05-20,としみつが久しぶりに怒っています,1995852
2020-05-19,しまった！お弁当一つポテサラだァ！,2692357
2020-05-18,りょうなら一粒一粒選別したお米を見抜けるはず！,982461
2020-05-17,【２週間後】てつやがまだ肉を持ち帰っていませんでした,1398586
2020-05-15,てつやの悩みを聞きたい ｢朝起きられない件｣,1062119
