投稿日,タイトル,再生数
2012-04-19,HIKAKIN × VAHTANG BEATBOX,435593
2012-04-11,SKRILLEX BEATBOX - Scary Monsters And Nice Sprites,3797590
2012-04-09,Hikakin × Seikin - MusicBox (YouTube Theme Song Remix),3049479
2012-04-07,World Beatbox Stars,567954
2012-04-03,Hikakin × Bee Low - Beatbox World Championships 2012 in Berlin,675959
2012-03-11,Donkey Kong Beatbox - Blooper,324510
2012-03-10,YouTube Theme Song (Karaoke Ver.),386904
2012-03-08,YouTube Theme Song,8647330
2012-03-07,My Beatbox Showcased on MYISH,125832
2012-03-03,Donkey Kong Beatbox,3528775
2012-02-26,2 Important Announcement !!!,109548
2012-02-21,Dubstep Beatbox Machine,5404690
2012-02-07,Bloopers - Hikakin × Seikin(Real Brother),902185
2012-02-06,Mystery Beatbox - Making Video,194916
2012-02-06,Mystery Beatbox,1048772
2012-02-02,Wind Technique Beatbox - Japanese Version,476414
2012-01-29,Hikakin × Seikin(Real Brother) Original Song,1358671
2012-01-25,Sting - Englishman In New York Beatbox,1893216
2012-01-12,NEW HIKAKIN BEATBOX TV,246469
2012-01-03,Crazy Beatbox 2012 - Happy New Year!,476667
2011-12-23,Best Dubstep Girl,1627757
2011-12-21,Christmas Dubstep Beatbox,627768
2011-12-20,HIKAKIN × KUMIGAR,249783
2011-12-19,Christmas Beatbox,1414546
2011-12-12,HIKAKIN BEATBOX - A farewell to my old house,164741
2011-12-02,HIKAKIN × RunnyRunny999,127750
2011-12-02,Google+ Session vol.1,82377
2011-11-27,L.O.S Shout Out To Hikakin Beatbox TV,225641
2011-11-26,Reeps One Shout Out To Hikakin Beatbox TV,259117
2011-11-26,BEATBOX × MUSIC STORE,781351
2011-11-24,Hikakin Beatbox - Gazelle Award 2011 (Offficial Full Video),594920
2011-11-23,Nyan Cat Beatbox - Fail Ver,816889
2011-11-23,Incredible Beatbox,3071230
2011-11-21,Best Dubstep Beatbox Ever,5874152
2011-11-18,HIKAKIN BEATBOX - GAZELLE AWARD 2011,274704
2011-11-16,HIKAKIN × SQUASH,174558
2011-11-12,Hikakin × Surapurutame Beatbox,1868651
2011-11-10,Nyan Cat Beatbox,4332543
2011-10-31,Halloween Dubstep Beatbox,583744
2011-10-27,Give me more time to practice! (Nyan cat beatbox),193330
2011-10-25,Iron Man Beatbox,896542
2011-10-22,"200,000 SUBSCRIBE！",113318
2011-10-21,Amazing Dubstep Beatbox,883695
2011-10-20,Beatbox Google+ Session,162492
2011-10-17,Korean Beatbox,342857
2011-10-15,BEATBOX GAME,9255151
2011-10-11,Dark Beatbox,302691
2011-10-10,Halloween Beatbox Party,643697
2011-09-30,Otaku Beatbox - Anime Nerd FTW!,1817552
2011-09-25,FAIL  - Sexy Police Beatbox,126500
2011-09-23,Sexy Police Beatbox,1197142
2011-09-19,DUBSTEP BEATBOX - HARD CORE,943970
2011-09-17,"Laugh Beatbox (Sorry, I went too far... )",1116278
2011-09-16,HIKAKIN × Kentaro Takatsuka,235941
2011-09-11,How To Beatbox - Crab Scratch,3196707
2011-09-09,Super Mario Beatbox - Drum N Bass & Dubstep Remix,3408273
2011-09-07,Japan Beatbox Championship 2011,427278
2011-09-07,口だけでルパン三世のテーマ - Lupin the 3rd theme song,2467787
2011-09-05,Sexy Girl Beatbox,3896123
2011-09-02,Hikakin Beatbox With You! - Collaboration Reggae#1,236138
2011-08-31,Crazy Bass Beatbox Remix,186089
2011-08-29,Best Dubstep Beatbox,10080148
2011-08-26,How To Beatbox - Rimshot,1086204
2011-08-20,Lady Gaga - Judas Beatbox,741654
2011-08-19,Old School Beatbox,475793
2011-08-17,CRAZY BASS BEATBOX,1533288
2011-08-16,Detective Conan Beatbox Remix - 口だけで名探偵コナン,1029007
2011-08-12,How To Beatbox - Rhythm Keeping,954204
2011-08-10,Ashitaka sekki Beatbox - from Princess Mononoke Studio Ghibli,173712
2011-08-05,Fastest Beatbox,508652
2011-07-29,DUBSTEP BEATBOX - Please Support Me! 『Youtube NextUp Contest』,378238
2011-07-14,Crazy Ninja Beatbox,1386968
2011-07-03,HIKAKIN - SKI JUMPING! (2008 Spring),421103
2011-06-28,Youtube Party,476861
2011-06-26,Hikakin Beatbox@Youtube Party,294764
2011-06-24,POKEMON THEME SONG BEATBOX,5488485
2011-06-14,Nice Guys Beatbox,588709
2011-05-28,"Thank you for 100000 Subscribers! & ""HIKAKIN"" Came Back!!!",137261
2011-05-21,Touhou - Bad Apple!! Beatbox,2829366
2011-05-14,The Most Amazing Beatbox Girl,5157801
2011-05-10,Las Vegas Beatbox Trip with HIKAKIN,433164
2011-05-09,Sleeping Beatbox,1253179
2011-04-22,Iyaz - Replay [Beatbox Cover],1364297
2011-04-09,How To Beatbox - Throat Bass - by HIKAKIN,1926275
2011-04-05,How To Beatbox - Snare Drum - by HIKAKIN,1159460
2011-03-27,How To Beatbox - Hi Hat - by HIKAKIN,882677
2011-03-24,口だけでグルメレース (Kirby Gourmet Race Beatbox),2810204
2011-03-22,How To Beatbox - Bass Drum - by HIKAKIN,1341167
2011-03-22,BEST BEATBOX EVER,1570330
2011-03-20,Beatbox World Record,4720951
2011-03-14,Japan earthquake: Please help Japan!,345862
2011-03-07,SUNSQRITT - HEYHEY BEATBOX,790081
2011-03-02,HIKAKIN × P@-C BEATBOX,1825862
2011-02-14,Beatbox - Wind Technique,1382309
2011-02-08,"One Piece OP1 ""We Are"" Beatbox",1380333
2011-01-22,浜崎あゆみ / Love song Beatbox,590746
2010-12-19,AKB48 Beatbox,1335823
2010-12-13,Hikakin × Big Road Beatbox 2,414126
2010-12-01,HIKAKIN Bloopers and unshown Beatbox Clips,659789
2010-11-16,Eminem - Not Afraid Beatbox,12930662
2010-11-16,Japanese Beatbox,912277
2010-11-10,Beethoven Fur Elise Beatbox,4439503
2010-11-01,Hikakin × Chihaya Kosugiyama,2947735
2010-10-30,Hikakin Beatbox Show,3990954
2010-10-16,Hikakin × Big Road Beatbox,1877497
2010-10-11,Jay Sean Beatbox,1249852
2010-10-11,Skype Beatbox,5136071
2010-10-02,HIKAKIN At KTF Filmmaker Film Festival,84372
2010-09-23,HIKAKIN Beatbox Live@School Festival,437666
2010-09-22,HIKAKIN Back Handspring!,987976
2010-08-21,Street Fighter Beatbox,8289071
2010-08-21,Fast Beatbox,4047598
2010-08-05,Lady Gaga - Bad Romance Beatbox,11431837
2010-07-30,情熱大陸 Beatbox,1632822
2010-06-17,Super Mario Beatbox,52761156
2010-06-06,HIKAKIN Beatbox Live,464220
2010-06-01,Kanye West Beatbox,4367471
2010-05-06,Daichi × Hikakin Beatbox,7764383
2010-04-05,Justin Timberlake Beatbox Cover,2774691
2010-01-02,Tetris Theme Beatbox,3625482
2009-12-14,Human BeatBox Break on iTunes!,949219
2009-12-02,Bach Fugue Beatbox,724996
2009-08-14,Daft Punk Beatbox,9210157
2008-12-02,HIKAKIN BeatBox Battle,286564
2008-08-21,Street Fighter  Ⅱ Beatbox Remix,1187006
2007-09-24,HIKAKIN Beatbox,6589539
