投稿日,タイトル,再生数
2021-06-04,【ウミガメのスープ】リアクションが矛盾する動物の秘密とは？,63468
2021-06-04,これ何のグラフかわかる？ #Shorts,59588
2021-06-02,「Q. まつ毛の端の本？」←アナグラムして答えて！,50464
2021-05-31,【英語力×ひらめき】これ何の英語版タイトル？,77825
2021-05-29,一緒に50問ペーパークイズを解こう！,38658
2021-05-28,【ウミガメのスープ】小さなミスが多くの人を悩ませた理由とは？,73030
2021-05-26,知識×ひらめきクイズが魔改造された結果,55391
2021-05-24,【検証】クイズ王なら誤答だけ見てどういう問題か特定できる説,88054
2021-05-21,大喜利王が何てボケたかクイズ王なら当てられる？,112668
2021-05-21,【ウミガメのスープ】大事なものを叩かれて喜んだのは何故？,73594
2021-05-20,人狼のプロが騙し合いゲームに挑む,14611
2021-05-19,令和の2択クイズが面白すぎた！,53594
2021-05-17,ヒット曲の歌詞の内容で面白クイズ出してみた!!,53342
2021-05-15,ルパンクイズが激ムズになって帰ってきた【朝灼けリパブリック】,46558
2021-05-14,【ウミガメのスープ】世にも不思議な撮り鉄の謎,72899
2021-05-12,当てはまるワードを即答せよ！超インスピシャウト！【マジカル頭脳パワー!!】,63390
2021-05-10,全力少年クイズ,111327
2021-05-07,面白問題でフォロワーの心をつかめ！クイズ作家王決定戦,79810
2021-05-07,【ウミガメのスープ】「助けて」と叫んだ女が無視された理由とは？,92525
2021-05-05,【登録10万人記念】数字を10万に置き換えてクイズしてみたｗｗｗ,80582
2021-05-03,平仮名だけ抜き出してもクイズ王なら正解できる？,70350
2021-04-30,ウミガメのスープ「っぽい」難問クイズを瞬殺できるのか！,116923
2021-04-30,【ウミガメのスープ】この薬は停電時にお飲みください,85415
2021-04-28,【特別編】クイズ王なら替え歌の歌詞からタイトル当てられる説,72113
2021-04-27,アイドルチャンネルでクイズ大会の作問・司会やってきた！【#ベイビーウルフ】,26965
2021-04-26,余った文字から略語を当てろ！【下品ラーメンクイズ2号店】,71238
2021-04-24,答えと同じ寿司を探せ!?寿司食いズねェ！,54174
2021-04-23,【ウミガメのスープ】プレゼントをあげたのに……薄情すぎる母親の謎,82153
2021-04-21,クイズ王なら「存在しない漢字」でも読めちゃう！？,66053
2021-04-19,クイズ王なら野球のルールも完璧にわかる？,76979
2021-04-17,【誕生日記念】リコの得意ジャンルだけでクイズ対決！！,72074
2021-04-16,【ウミガメのスープ】食事中にテレビを見られない男の謎,90887
2021-04-14,J-POPの歌詞を古文に訳してみたｗｗｗ,55375
2021-04-12,クイズ王なら絵描き歌の歌詞だけで正しく描ける説,64658
2021-04-09,辞書の説明文ミックスしたクイズがやっぱり面白かった!!,51691
2021-04-09,【ウミガメのスープ】お人よしな男が恥をかいた理由とは？,70645
2021-04-07,【０夜漬け】60秒間で暗記した答えのリストから出るクイズ,59170
2021-04-05,クイズ王なら何のランキングか当てられる？,104817
2021-04-03,歌いながら答えるクイズが楽しすぎたｗｗｗｗ【熱唱】,75424
2021-04-02,【ウミガメのスープ】病気が流行るとリモート通話をしなくなった訳は？,96809
2021-03-31,クイズ王同士の超簡単クイズバトルのレベルが異次元だった,74668
2021-03-29,【ギリギリある名字ゲーム】「松」がつく一番少ない名字は？,68423
2021-03-27,【劇場版】ヨンモジ,75989
2021-03-26,【ウミガメのスープ】「どこ住み？」で難を逃れる男の謎,135659
2021-03-24,【クイズ王同士の遊び】文字を加えて言葉を進化させるクイズ！,70660
2021-03-22,シン・中二病クイズ劇場版【第弐回ノムリッシュ翻訳】,83382
2021-03-20,帰ってきたガチクイズ!!【新スタジオ】,55025
2021-03-19,【ウミガメのスープ】一歩も動かずに感謝された男の謎！？,97731
2021-03-17,クイズ王なら何でも漢字で答えろよ！,76433
2021-03-15,【トム・ブラウン】みちおが言いそうなことでクイズしてみた結果www,73998
2021-03-13,◯の中に同じ文字を入れるクイズが面白すぎたｗｗｗ【ひらめき勝負】,81881
2021-03-12,【ウミガメのスープ】甘さが欲しいのに塩を取り出した理由は？,102669
2021-03-10,帰ってきた超難問イラストなぞなぞ!!【新刊発売記念】,100533
2021-03-08,クイズ王たちに戦略的頭脳バトルさせたらハイレベルすぎた！,57322
2021-03-06,うろ覚えの本のタイトル当てるクイズが難しすぎたｗｗｗ,159093
2021-03-05,【ウミガメのスープ】家族を亡くして大金を得た男の謎！？,100750
2021-03-03,【一問三答】五感を封じられたクイズ王の協力プレーがヤバすぎるｗｗ,99154
2021-03-02,【112kg→64kg】クイズ王にいったい何が!?48kg減に成功した古川洋平が最強のダイエット法を公開!!【完全版】,473745
2021-03-01,【神回再び】クイズ王なら変な問題でも正解できちゃう説,151607
2021-02-27,クイズ王なら自作のアメリカンジョークのオチ正解できる？,66049
2021-02-26,【ウミガメのスープ】記事を読めなくしたのに感謝された驚きの理由は？,89837
2021-02-24,クイズ王たちのガチなぞなぞバトルで衝撃の結末,93308
2021-02-22,クイズ王なら何で打線組んだか一番だけ聞けば当てられる説２,78505
2021-02-20,クイズ王に誰でも解けるクイズを出すと頭がバグる！？,107200
2021-02-19,【ウミガメのスープ】男が自身を血まみれにした理由とは？,98889
2021-02-17,【帰ってきた】辞書の説明文ミックスクイズ２【カオス】,72762
2021-02-15,【バカ企画】ナースのお仕事クイズ,51899
2021-02-13,【本物】クイズ王vsハンバーグ師匠,75761
2021-02-12,【ウミガメのスープ】バレンタインチョコを次々渡される男の謎とは？,84077
2021-02-10,ランキングのちょうど真ん中当てまくるクイズ王たち,74073
2021-02-08,クイズの問題文に余計な送り仮名つけたら異世界の言語になったwww,75954
2021-02-06,【香水→？】クイズ王なら替え歌の歌詞からタイトル当てられる説,80358
2021-02-05,【ウミガメのスープ】びしょ濡れになった男を待ち受けていた運命とは？,95097
2021-02-03,【脳汁が止まらない】最強ひらめきクイズが帰ってきた！,106343
2021-02-01,珍しすぎる名字が全国に何人いるか調べてみた【珍名字】,87476
2021-01-30,これはWikipediaの〇〇のページです,74246
2021-01-29,【ウミガメのスープ】所持品を盗まれた少年が怒られたのはなぜ？,87784
2021-01-28,99%の人には難しいゲームに挑む,20409
2021-01-27,【目指せ満点】最強クイズ王集団が「共通」テストやってみた！,68023
2021-01-25,軽いノリで「帰れま20」やったら大変なことになった,72304
2021-01-23,クイズ王なら早押し問題が虫食いでも答えられる説【穴あき早押しクイズ】,59678
2021-01-22,【ウミガメのスープ】メモを見ただけで怒りだした女。その理由は？,99987
2021-01-20,最強クイズ王集団がアキネイターで質問と推理を鍛える！,89808
2021-01-18,クイズ王なら中国語→日本語翻訳など余裕説,57456
2021-01-16,クイズ王の記憶術教えます【アメリカの州都編】,26289
2021-01-15,クイズ作家ならウミガメのスープ即答できる？ Part.24,114150
2021-01-13,辞書の説明文ミックスしたらカオスが生まれたwww,71793
2021-01-11,クイズ王なら知らない曲でもタイトル当てられる？,56897
2021-01-09,「カレーパン」「リザードン」みたいな単語答えまくるゲーム【クイズ王の語彙力】,52822
2021-01-08,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.33,103723
2021-01-06,『？？？』を野球選手名で歌ってみた３,49449
2021-01-02,ナゾが解けたら100万円！？SCRAPからの挑戦状！【謎解き】,35833
2021-01-01,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.32,116976
2020-12-30,また時空が歪んだようです,68617
2020-12-28,クセが強すぎる「たぬき」暗号クイズ,73910
2020-12-26,最強クイズ王集団なら隣の駅名から有名駅を当てられる？,73853
2020-12-25,クイズ作家なら「カプリティオチャンネルファンの集まるお店」のウミガメのスープも即答できる？,118705
2020-12-24,【ASMR】至高のシャンプーマッサージ【カプリティオ番外編】,46678
2020-12-23,もしクイズの出題者が中二病になったら【ノムリッシュ翻訳】,116586
2020-12-21,【記憶力の限界】覚えているか微妙なところしか出ないクイズ,88744
2020-12-19,「努力の天才」と「記憶の天才」がクイズ王を倒すEP.5,34963
2020-12-18,クイズ作家ならウミガメのスープも即答できる？ Part.23,143919
2020-12-17,君に解けるか？ うんこなぞなぞ本の問題を一部公開！,11852
2020-12-16,第1回カプリティオ手先が器用クイズ選手権,51775
2020-12-14,12問記憶してから答える激難タイムショック,51406
2020-12-12,答えの数だけ走るクイズがキツすぎた,50181
2020-12-11,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.31,108416
2020-12-09,クイズ制作会社の社長なら部下の正解操れる説【検証】,79806
2020-12-07,禰豆子状態で早押しクイズしたら発声不可能【鬼滅の刃】,51734
2020-12-05,【謎グラフ】いろんなものをグラフで表してみたったｗｗ,158321
2020-12-04,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.30,109371
2020-12-02,クイズ王と一緒に今年の流行語をクイズで振り返ろう！,42361
2020-11-30,【満点不可能】アンパンマンかボーボボクイズが激ムズｗｗ,91323
2020-11-28,もっとJ-POPの歌詞を図で表してみたww,124559
2020-11-27,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.29,103652
2020-11-25,【無理ゲー】クイズ王は問題がうんこまみれでも正解できる？【#うんこなぞなぞ 発売記念】,40799
2020-11-23,クイズ王なら「というわけではない」情報で正解できる説,87922
2020-11-21,オモコロチャンネルと2番の歌詞当てるクイズで対決してきた,232122
2020-11-20,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.28,126694
2020-11-18,クイズ作家ならお茶の間正解率当てられる？【パーセントバルーン】,54257
2020-11-16,【ひらめきクイズ】空欄に当てはまるスポーツ選手は？,58267
2020-11-14,ー42kgのダイエット飯と運動を公開！実は◯◯が効きまくる…,128006
2020-11-13,クイズ作家ならウミガメのスープ即答できる？ Part.22,128069
2020-11-11,最後の１個を答えろ！ニム多答クイズ【知識×戦略】,52745
2020-11-09,歌 詞 難 読 ク イ ズ,117225
2020-11-07,【少ない名字を当てろ】ギリギリある名字ゲーム！！！,103130
2020-11-06,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.27,127114
2020-11-04,メニューだけで店名を当てろ！外食チェーン王選手権,75725
2020-11-02,【神回】クイズ王なら変な問題が混ざっていても正解できちゃう説,265365
2020-10-31,【クイズによく出る】異名・二つ名をまとめてみた,79019
2020-10-30,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.26,123562
2020-10-28,【ひらめきクイズ】クイズ王がガチの閃き勝負【神回】,103447
2020-10-27,【最終回】クイズ王が『マリオRPG』を実況する,7518
2020-10-26,「努力の天才」と「記憶の天才」がクイズ王を倒すEP.4,33935
2020-10-24,【超難問】鬼難易度の旗上げゲームがヤバすぎた,60338
2020-10-23,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.25,109360
2020-10-21,クイズ王ミックスルール対決がやばすぎた【早押し×みんはや】,38183
2020-10-20,【天才専用】クイズ王が嘘つき大富豪に挑戦,10171
2020-10-19,【変則山手線ゲーム】クイズ王なら五十音順しばりでも成立する？,116143
2020-10-18,協力型パズルゲームで友情破壊!?【スニッパーズ4】,12592
2020-10-17,【驚愕】クイズ王のヒラメキバトルが超スピード過ぎた,78350
2020-10-16,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.24,112088
2020-10-15,カプリティオラジオ#14 「クイズ王たちのフリートーク!?」,8319
2020-10-13,クイズ王が『マリオRPG』を実況する part.23,4805
2020-10-12,【東大王出演記念】穴埋めワードバトルで長文を狙え！,75468
2020-10-11,切って重なれ！4人でワチャワチャするパズルゲーム【スニッパーズ3】,13908
2020-10-10,超難問イラストなぞなぞvs最強クイズ王,144109
2020-10-09,クイズ作家ならウミガメのスープ即答できる？ Part.21,132647
2020-10-08,【謎解き】解いてスッキリ 1分ナゾトキ！ Part.5,20297
2020-10-07,モーニングスター使ってクイズしてみた結果ｗｗｗ,58906
2020-10-06,クイズ王が『マリオRPG』を実況する part.22,5258
2020-10-05,【TENET/テネット】クイズ王なら逆再生した問題も正解できる？,56111
2020-10-04,身体を切って謎を解く!?新感覚パズルゲーム実況してみた【スニッパーズ2】,18007
2020-10-03,ガチクイズで異次元の駆け引き,78062
2020-10-02,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.23,143698
2020-10-01,カプリティオラジオ#13 「一番パチンコ屋でバイトしてそうなのは？」,9081
2020-09-30,２つのクイズ合体させたらカオスが生まれたｗ【アコンかぐや姫】,73858
2020-09-29,クイズ王が『マリオRPG』を実況する part.21,8017
2020-09-28,J-POPの歌詞を図で表してみたwww,194924
2020-09-27,４人の最強クイズ王vs身体をチョキチョキするパズルゲーム【スニッパーズ】,25325
2020-09-26,自分の得意ジャンルだけでクイズ王と戦ってみた結果！！【寺嶋由芙】,39256
2020-09-25,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.22,140047
2020-09-24,【みんはや】クイズ猛者の早押しが見られる至高のアプリ【第５回大会】,9311
2020-09-23,アイドル寺嶋由芙のクイズ力がガチでとんでもなかった！【タイムショック】,42788
2020-09-22,クイズ王が『マリオRPG』を実況する part.20,7427
2020-09-21,出題者が２人！？聴力の限界に挑戦するクイズ,58188
2020-09-20,鬼難パズルもついに最終ステージ！攻略なるか！？【ロロロロ9】,17968
2020-09-18,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.21,129850
2020-09-17,【天才専用】大富豪でだまし合い,8299
2020-09-16,【激難】全てが長方形になった世界【圧縮クイズ】,106864
2020-09-15,クイズ王が『マリオRPG』を実況する part.19,5553
2020-09-14,３人で限界まで仲良くクイズできる？,66822
2020-09-13,パズルゲームしたら謎の突然死続出して爆笑したwww【ロロロロ8】,19960
2020-09-12,ガチクイ,60267
2020-09-11,クイズ作家ならウミガメのスープ即答できる？ Part.20,167402
2020-09-10,カプリティオラジオ#12 「オタク遍歴について語れ！」,10549
2020-09-09,ことばを組み合わせてハイカロリーな食べ物を作れ！【あすけん】,108331
2020-09-08,クイズ王が『マリオRPG』を実況する part.18,4610
2020-09-07,クイズ王なら問題が隠されても推理して当てられる説【穴あき早押しクイズ】,81981
2020-09-06,死ぬたびに絆が深まる協力型パズルゲーム!?【ロロロロ７】,19429
2020-09-05,クイズ王が漫画のタイトルをわかりやすくした結果ｗｗｗ,100695
2020-09-04,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.20,164556
2020-09-03,カプリティオラジオ#11 「クイズ王ならどんなお題でも雑学言える説」,12539
2020-09-02,ルパン三世のタイトル風にクイズを出してみたwww【神回】,127047
2020-09-01,クイズ王が『マリオRPG』を実況する part.17,4850
2020-08-31,「努力の天才」と「記憶の天才」がクイズ王を倒すEP.3,37033
2020-08-30,クイズ王でも1面に30分かかるパズルゲーム【ロロロロ6】,24282
2020-08-29,知識と戦略でマスを撃て!?潜水艦クイズ！,59678
2020-08-28,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.19,105214
2020-08-27,【みんはや】全国のクイズ好きと対戦できる神アプリ！,9712
2020-08-26,これを食べて-32kg!!本当においしいマイサイズTOP5【ダイエット】,73692
2020-08-25,クイズ王が『マリオRPG』を実況する part.16,4927
2020-08-24,【鉄骨飲料】80年代知識王決定戦【エリマキトカゲ】,71161
2020-08-23,鬼難易度のパズルゲームにクイズ王も大量死【ロロロロ5】,24173
2020-08-21,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.18,133893
2020-08-20,【帰ってきた生放送】天才専用大富豪に最強クイズ王が挑戦！,7554
2020-08-19,ちょうどいいおバカは誰だ!? おバカキャラ王決定戦！【やりに行くの厳禁】,81248
2020-08-18,クイズ王が『マリオRPG』を実況する part.15,5152
2020-08-17,【完全ヤラセ】答えを知っている状態でクイズをやってみた結果……,129570
2020-08-16,クイズ王が協力パズルゲームしたらスマブラになった件【ロロロロ４】,30155
2020-08-15,クイズ王ならどんな言葉でも「対義語」を作れる説,147325
2020-08-14,クイズ作家ならウミガメのスープ即答できる？ Part.19,292295
2020-08-13,【みんはや】カプリティオの問題で全国一斉早押し！,13260
2020-08-12,【東大王対策】クイズ王なら頭文字で当てたいやつ,137624
2020-08-11,クイズ王が『マリオRPG』を実況する part.14,6506
2020-08-10,クイズ王なら大喜利のお題途中で止めても正しくボケられる説【3文字で押せ】,99347
2020-08-09,クイズ王突然の死!? 協力型パズルゲームで爆笑したｗｗ【ロロロロ3】,36511
2020-08-08,【復活】カプリティオガチクイズ大会,65429
2020-08-07,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.17,135837
2020-08-06,時を戻そうクイズ,152972
2020-08-05,【謎解き】解いてスッキリ 1分ナゾトキ！ Part.4,21602
2020-08-04,クイズ王が『マリオRPG』を実況する part.13,5652
2020-08-03,クイズ作家ならツッコミも正解できるか!? Part.3,91885
2020-08-02,クイズ王が協力型パズルゲームしたら腹筋死んだｗｗｗ【ロロロロ2】,41876
2020-08-01,知らないポケモン、クイズ王に描かせてみた結果ｗｗｗ【画伯爆誕】,90094
2020-07-31,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.16,144506
2020-07-30,カプリティオラジオ#10 「苦手なジャンルを克服するには？」,10128
2020-07-29,【ドッキリ】ツイートからクイズ出しても絶対バレない方法考えたｗ,101043
2020-07-28,クイズ王が『マリオRPG』を実況する part.12,5696
2020-07-27,クイズ王がなぞなぞでバトルしたら異次元過ぎたｗｗ,123292
2020-07-26,クイズ王が協力型パズルゲームで神プレー連発！【ロロロロ】,64163
2020-07-25,手書きの絵で回文イラストクイズやってみた結果www,123878
2020-07-24,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.15,122390
2020-07-23,【精神崩壊】他人を信じられなくなったクイズ王の末路【ミリオンダウト実況】,23322
2020-07-22,【最速最強】Ｍリーガー多井隆晴vsクイズ王 早押し対決!,107044
2020-07-21,クイズ王が『マリオRPG』を実況する part.11,5957
2020-07-20,クイズ作家の問題が下手だったら他人が作ったと思う説,173712
2020-07-19,【ダンス・マカブル実況】クイズ王が謎の聖堂から脱出 Part.7,11060
2020-07-17,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.14,136306
2020-07-16,【みんはや】120人が難問早押しクイズに挑む！,22748
2020-07-15,70年前のクイズ番組に挑戦してみた【話の泉】,88364
2020-07-14,クイズ王が『マリオRPG』を実況する part.10,6104
2020-07-13,アプリで女性化した有名人。一発で分かったら天才すぎ…,78129
2020-07-12,【ダンス・マカブル実況】クイズ王が謎の聖堂から脱出 Part.6,11121
2020-07-11,「努力の天才」と「記憶の天才」がクイズ王を倒すEP.2,45201
2020-07-10,クイズ作家ならウミガメのスープ即答できる？ Part.18,139602
2020-07-09,【謎解き】解いてスッキリ 1分ナゾトキ！ Part.3,26544
2020-07-08,検索ワードから有名人を当てろ！【タレント名鑑】,115443
2020-07-07,クイズ王が『マリオRPG』を実況する part.9,6972
2020-07-06,クイズ王なら「あるなしクイズ」なしだけで当てられる？Part.2,109646
2020-07-05,【ダンス・マカブル実況】クイズ王が謎の聖堂から脱出 Part.5,12273
2020-07-04,大喜利AIの回答 クイズ王なら当てられる説,189706
2020-07-03,クイズ作家なら視聴者のウミガメのスープも即答できる？ Part.13,166531
2020-07-02,【クイズ王が大富豪をやる】高レートを維持する方法とは？,6430
2020-07-01,【全員出題】クイズ作家ならウミガメのスープ即答できる？ 特別編,214104
2020-06-30,クイズ王が『マリオRPG』を実況する part.8,7765
2020-06-29,いろんなものをグラフで表してみた結果ｗｗｗ,343601
2020-06-28,ダイエット中でも食べられる本当に美味しい食品5選！,199241
2020-06-27,【覚えてる？】軟式globeのネタを再現せよ！【パークマンサー】,89621
2020-06-26,クイズ作家なら「視聴者」のウミガメのスープも即答できる？ Part.12,116454
2020-06-25,【クイズ王が大富豪をやる】革命ブラフから相手の読みを狂わせる方法,6360
2020-06-24,不動産広告かと思ったらクイズの問題だった【マンションポエム】,102216
2020-06-23,運動嫌いのクイズ王が22kgのダイエットに成功した方法,294593
2020-06-22,クイズ王なら10回クイズ最初だけで当てられる！？,131156
