投稿日,タイトル,再生数
2021-11-04,【第14回モヤモヤ】しんごちんと最後まで残っちゃいけない「かくれんぼ」やったら金庫見つけたんだけど！？【香取慎吾】,1440742
2021-11-03,【大食い】大好きな店だったら究極の巨大激辛ラーメンでも愛だけで完食できるでしょ！？【北極ジャンボ】,1418809
2021-11-02,【コラボ】1万円でクレーンゲームしたら青いモノvs黄色いモノどちらが多く取れるのか！？【スカイピース】,1775934
2021-11-01,【感謝祭】地元で本気で¥1000000使って豪遊してみたら下町の愛と人情で心が一杯になった！？,1332509
2021-10-31,【生放送】巨大カボチャ使ってオリジナルランタン作ろうぜ！？【ハロウィン】,908073
2021-10-31,【ドッキリ】新居にオオカミ男がいたら兄貴はビビる！？,1138159
2021-10-30,【新居】最先端なシルクロード実家、引越し完了だ！！,1110723
2021-10-29,新フィッシャーズ、はじまる。,1545323
2021-10-28,世界一マズいと噂のコーラを飲んだら予想外の成分が入ってました！？,1173990
2021-10-27,ンダホから重大なご報告があります、涙。,2185552
2021-10-26,東京卍リベンジャーズ読んでない奴いる！？いねーよなぁ！？クイズ出すぞ！！！,862553
2021-10-25,さよなら、シルクの部屋。,1473560
2021-10-23,【大量】飲める生ホイップの缶ジュース何本飲めるかやったら衝撃の結果に！？,1362687
2021-10-22,【心霊】死にかけた不運が続いたのには理由があった。,1200436
2021-10-21,【ドッキリ】話題の旨辛ペヤングを1人だけ獄激辛ペヤングにすり替えたらヤバい空気になった。,1715509
2021-10-19,【元祖】マサイ家、引っ越す。,1433181
2021-10-17,味の濃さを100倍にしたラーメン作ったら衝撃的すぎた！？,1959974
2021-10-16,【爆笑】「テストプレイなんてしてないよ」でカオスな展開が生まれたんだがwww【ゾンビとバナナ】,1011701
2021-10-14,【総額3700万円】人の家の物で勝手に日本一高額なゲームセンター作ってやったwww【ドッキリ】,1821029
2021-10-13,【巨大】海上アスレチックで鬼ごっこやったら私服全部びしょ濡れになった！！ Floating Island tag  in japan,1864534
2021-10-11,【筋トレ】本人が踊ってみたら地獄みた。【6 PACK PARADICE】,1060948
2021-10-11,【キレる】シルクロードの家に迷惑な侵入者が来た。,2123451
2021-10-10,部屋に猫さんが落ちてた？【フィッシャーズ】,757542
2021-10-09,【ナーフ】世界最小の水鉄砲で本気のナーフ戦争したら威力高くてビビった！？【NERF】,1048223
2021-10-08,ガチャで出たキャラのパンを食べさせる「アンパンマン大食い」が愛も勇気もなかったwww,1922594
2021-10-07,ごはんに飽きた息子に何としてもバナナを食べてもらいたいンダホ,1933714
2021-10-06,利き鬼ころしを酒豪にやらせたら全問正解なるのかやってみたらベロベロに酔っ払った！？,1106339
2021-10-05,【高級】利きハーゲンダッツやったら流石に全問わかるだろ！？,1084191
2021-10-04,新型コロナウィルスに感染してしまいました。,3927913
2021-10-03,100本のストローvs２０mのストローでコーラ早飲みしたらどっちが勝つの！？,1786540
2021-10-02,バスボム全種類出るまでお風呂上がれませんが地獄すぎて頭バカになった！？【アンパンマン】,1614116
2021-10-01,【高熱】顔が変形してしまいました。,3026768
2021-09-29,【ドッキリ】自宅でプリキュアショーがいきなり始まったら大興奮したwww,1562542
2021-09-28,海に穴をあけるマシンでゴミ吸い取ったら何が集まるのか！？,1738575
2021-09-27,1日猫カフェ体験でお仕事やってみたら可愛すぎて帰れなかった！？,1822554
2021-09-26,ウォータースライダーで一番速くゴールするのは誰でしょう？,1104972
2021-09-26,巨大ウォータースライダーで浮島に着陸チャレンジで珍事件！？,2452422
2021-09-25,【超融合】スーパー合体日清カップラーメンを全種類混ぜたら最強の麺完成したwww,1391577
2021-09-24,【日本最大級】巨大クレーンゲームの景品がデカすぎて取れるかやってみたら...！？,1600660
2021-09-23,【えっ！？】超能力で触らずにクレーンゲームしてる人いた。,869286
2021-09-23,【危険】いきなり部屋をハチだらけにするドッキリしたら大爆笑の反応が出たwww,2064815
2021-09-22,チクワ、言うこと聞けるかな？？,630452
2021-09-22,ボタン押したらボーナス獲得できる部屋に入れたら君はどうする！？,1987947
2021-09-21,【大食い】ミスタードーナツ食べ放題でドーナツ好きVS１２０kgVS大食い男で対決したらまさかの結果に！？,1504778
2021-09-20,【2000円ガチャ】PS5や特賞が当たる1回2000円のゴージャスなガチャがあるらしい！？,1515186
2021-09-19,交通違反？シルクが教習所でドライブしたらとんでもないことになったwww,3585169
2021-09-17,【バスケ】野球部がスーパーロングシュート挑戦したら！？basketball allcourt long shoot,2737177
2021-09-16,ペヤング獄激辛麻婆でタイムアタックしたらキャラ崩壊しちゃったwww,1287921
2021-09-15,ビンゴカード1000枚の中から１発ビンゴ出るまで終われま１０００,1158860
2021-09-14,【大爆笑】中身と前が分からない「段ボール鬼ごっこ」がクッソ怖くて楽しかったwww,1696674
2021-09-12,得意な問題ならおバカでも答えられるでしょ！？ひいきクイズ！！！,985064
2021-09-10,【ドッキリ】利きチョコじゃなくて世界一辛いチョコレートを食べさせられたヤツが大暴れwww,1279066
2021-09-08,【火事】本気で避難しました。,3483291
2021-09-07,【回転寿司】ヘッドスピン中に寿司って何巻まで食べれるの！？ ~Headspin Sushi Challenge~,636092
2021-09-05,絶対にニヤついてはいけない出落ちマンの空気感がおもしろすぎるwww,2900077
2021-09-04,ダイナマイト爆発させてしまったら負けゲームが面白いwww,1413792
2021-09-03,【突撃】Mr.JUMPというトランポリン施設で壁にくっつこうとしたら大事故にあった！？,2616372
2021-09-02,【大食い】世界で一番大好きな「そら豆」なら100個くらい余裕に決まってんだろ！？,1121756
2021-09-01,【憧れ】一輪車を初めて真剣に習ったら1日でどこまで上達するの！？,1605862
2021-08-31,700万人まで突っ走ろう！,1556390
2021-08-30,【最強】マッスルモンスター２というアスレチックの魔城が現れたからぶっ倒しに行ってやる！！,2299346
2021-08-29,投げるメントスコーラで楽しくなったらハプニング発生！？,1506680
2021-08-29,【奇跡】投げるメントスコーラまさかの即入って慌ててスマホ水没！？,1826315
2021-08-29,【本気】フィッシャーズvsレイザーでドッジボール対決やったら総額がやばかった！？,1900841
2021-08-28,【1000円自販機】運最強VS運苦手で1万円対決したら遂にSwitchが！？,1899715
2021-08-27,【料理音痴】家庭料理「肉じゃが」作り方覚えてないけど何も見ずに作ってみた！！,2248520
2021-08-25,隠し芸ダイス・スタッキングはまだできるのか！？,1153496
2021-08-25,【スポーツテスト】運動自慢学年一位だった男が１年なにもしなかったらどこまで身体能力落ちるのか！？,3091484
2021-08-24,【大食い】GETしたカップ麺を相手に食わせる赤VS緑のクレーンゲーム対決がとにかくキツかったwww,2223732
2021-08-23,【第１回】ホテル貸し切ってサバゲーしたら迫力やべぇｗｗｗ,2017866
2021-08-22,水上アスレチックで手押し相撲したら…！？ #shorts,1320596
2021-08-22,タピオカミルクティーが好きすぎて入れる量を間違えました,1427477
2021-08-21,【大爆発】無茶過ぎるスタントマン体験をしたら全身大炎上しました。~Stuntman Challenge~,3299167
2021-08-20,【落とし穴】世界一危険なサッカーやったら姿消えすぎて大爆笑したwww,2821169
2021-08-20,マイキーくんの飛び蹴りやってみたら今日誕生日やん。#shorts,3573189
2021-08-19,【世界最大人数】他では見れない鬼ごっこの景色#shorts,1263764
2021-08-19,【リアル青鬼２】世界レベルの青鬼から最後まで生き残れるのは誰だ！？【帰ってきた】,3771028
2021-08-18,【8月19日】シルクロード誕生日なので料理にチャレンジ！？#Shorts,964493
2021-08-18,【奇跡】ボッチャで初めて戦ったら驚異のスーパープレイ連発した！！,1176104
2021-08-18,音だけで勝負する球技「ゴールボール」で全員迷子になってしもうたwww,1463705
2021-08-17,【第２回】１時間ドローン鬼ごっこを本気でやったら鬼に勝てるのか！？,5294087
2021-08-16,絶対に濡れてはいけないサマーランドで最大級に夏を感じましたwww【水上アスレチック】,5019113
2021-08-15,おじさんが出る巨大自動販売機やりにいったら面白すぎて大爆笑！！Vending machine to buy uncle prank?,1526810
2021-08-14,【危険】サメだらけのプールの中に突き落としてみたらパニックになった！？Many sharks are swimming prank in the pool,4428811
2021-08-13,【第13回モヤモヤ】WANIMAと最後まで残っちゃいけない「かくれんぼ」やったらプロすぎて最速記録出た！？【#WANIMA】,2494550
2021-08-12,【誕生日】ンダホの子が遂に1歳！プレゼント交換会しました！！,3770393
2021-08-11,"フィッシャーズがBTSの新曲を踊ってみた!!! #Shorts, #PermissiontoDance, #YouTubePartner #PR",3023354
2021-08-11,【大食い】ラーメンすら出てくる自販機スポット端から全部食べきれるのか！？,7277629
2021-08-10,SASUKEとトランポリンの修行ができるアスレチックでなぜか不良になった！？,2423434
2021-08-08,【+1 FES 2nd STAGE】 超人気YouTuberたちとスポーツ対決したら誰が勝つの！？,1241936
2021-08-08,【大成功】メルちゃんの髪をエクステして髪色の変わる髪型になったwww,1302518
2021-08-07,アメリカンフットボール初挑戦で日本最強に教わったらどこまで上手くなれるの！？,1225131
2021-08-06,【新曲】6 PACK PARADISE 〜序章〜/Fischer’s,5117537
2021-08-05,離島アスレチックに初上陸したら見たことない生物が現れた！？,2332600
2021-08-04,【無理】ペヤングやきそば獄激辛にんにく食べたら臭すぎて吐きかけた…！？,1888833
2021-08-03,【暴露あり︎】超罰ゲームガチャ大量に回したら地獄の押し付けが始まったwww,5286653
2021-08-02,【ドッキリ】フィッシャーズ大好きな子たちの家にいるドッキリしたら大号泣しちゃった！！,1434284
2021-08-01,運転手さん、許せるわけねぇだろ！！,2619547
2021-07-31,1万円でクレーンゲームしたら赤いモノvs青いモノどちらが多く取れるのか！？,5211846
2021-07-30,【人生初】水球にチャレンジしたら身体能力だけでプロから点は取れるのか！？,2593831
2021-07-28,死にかけた後日また死にかけました。,3150933
2021-07-26,【第2回】細かすぎるモノマネ100連発できるまで終われま１００！！,3523890
2021-07-25,ガチで死にかけました。,4561001
2021-07-24,【大食い】超巨大モンスターバーガーが規格外のデカさだった！？,1329111
2021-07-23,【第12回モヤモヤ】最後まで残っちゃいけない「かくれんぼ」をザカオの新居でやったら禁止行為が出た！？,3074643
2021-07-22,広すぎるトランポリンとアスレチックが合体した場所でふざけすぎて大爆笑www,2553394
2021-07-21,プロ球場でホームラン打ったら￥1000000で遂に達成者が出ました！！,2898742
2021-07-20,【筋肉】ザカオを一番よく知っているメンバーを決定します【ザカオ王】,824146
2021-07-19,【兄弟】シルクロード兄弟からバスケ1時間以内に１０点取れないと勝てま１０【本気】,3748228
2021-07-18,【大食い】目玉グミ100個チャレンジだって３人チームなら完食できるでしょ！？,2059581
2021-07-17,【第11回モヤモヤ 】最後まで残っちゃいけない「かくれんぼ」をヴァンゆん宅でやったらゴキブリがいた！？,2122243
2021-07-16,【超巨大】人間クレーンゲームを作って巨大ぬいぐるみとれるまで終われまてん！！【フィッシャーズ×はぴだんぶい】,3823414
2021-07-15,間違えたら即電撃のビリビリテーブルマナー講座で大爆笑の嵐www,2959961
2021-07-13,【恐怖】ネットで話題「ぴえん超えてぱおん」をクリアしないと絶対に帰れません！！【ビビリ】,1422466
2021-07-12,【落ちるな】水上アスレチックでアスレチック鬼ごっこしたら最悪の結末を迎えた。【GREENIA】,2347138
2021-07-11,いきなりローションランウェイで綺麗に決まるヤツは誰だｗｗｗ,4489037
2021-07-10,【アスレチック】ニンジャパークの上級者コースを全員クリアすることはできるか！？【団体戦】,1247036
2021-07-09,【天才】金魚すくい初心者は1日でどこまで上手くなるかやってみたらプロ顔負けになった！？,2963133
2021-07-07,【大食い】地球グミ100個チャレンジをグミ好きがやったら完食できるか！？,4441655
2021-07-06,【ドッキリ】いきなり同意書を書かされる救急車にビビりを乗せられたらどうなる！？【恐怖】,2120352
2021-07-05,金の斧を的に当てるだけで￥1000000もらえる斧投げチャレンジがある！？【GoldenAxeChallenge】,1570079
2021-07-04,【神業】初めてのインラインスケートに挑戦したら才能発揮した！？,1267988
2021-07-02,負けたら即没収の「強奪借り物しりとり」で〇〇奪って変な空気になったwww,1140658
2021-07-01,【誕生日】チクワの9歳をラーメンでお祝いしてあげたら可愛すぎた！！,2570407
2021-06-29,ノーハンドテニスやろうとしたら有名な先生がきて爆笑したwww,1384760
2021-06-28,最近の事を話そう！,672999
2021-06-26,【心霊】今まで言わなかった心霊体験を話します。,1667354
2021-06-24,【心霊】世にも奇妙な公衆電話が怖すぎるらしい？【ドッキリ】,1518995
2021-06-23,【大食い】超巨大ペヤングペタマックス味噌ラーメンを少食2人で食べた結果www【4197kcal】,2091655
2021-06-20,【天然】マサイを一番よく知っているメンバーを決定します！【マサイ王】,2311382
2021-06-18,【ドッキリ】自宅にジムに作っちゃいましょう【筋トレ】,986605
2021-06-17,【大食い】超巨大史上最強ペヤング醤油ラーメンを遂に完食しました！！【3991kcal】,2144340
2021-06-15,シルクロードのTwitterが何者かに乗っ取られてしまった！！【ドッキリ】,1432618
2021-06-14,【大食い】わさびのり太郎100枚なら辛くても余裕で完食できるでしょwww,3282421
2021-06-13,【ドッキリ】家の中にゲームセンターを作っていましたwww,3454497
2021-06-12,【第10回モヤモヤ】最後まで残っちゃいけない「かくれんぼ」を水溜りボンド宅でやったらYouTuberたちが消えた！？,2175367
2021-06-11,【第１回】クレーンゲームが得意なンダホに1万円でおつかい頼んだらヤバかったｗｗｗ,2381137
2021-06-09,【怪物】ンダホを一番よく知っているメンバーを決定します！【ンダホ王】,2036590
2021-06-08,【凄技】フリースタイル縄跳びを初めて習ったらハンパないほど難しかった！！,1542200
2021-06-07,【鬼才】ダーマを一番よく知っているメンバーを決定します！【ダーマ王】,1666438
2021-06-06,【MV】雨/んだほ from Fischer's,1064395
2021-06-04,【矛盾】パンツスースーとパンツヒーヒーを同時に使ってみたら股間が爆発しましたwww,2684174
2021-06-03,【超人】シルクロードを一番よく知っているメンバーを決定します！【シルクロード王】,2077126
2021-06-01,【極寒】氷風呂UNO大会ではやく上がった奴が勝者です！！,2857021
2021-05-31,【第2回】クレーンゲームしりとりで全員終わるまで何円使うかやったら散財した！？,3099771
2021-05-29,ペヤングやきそば獄激辛坦々味を辛いの苦手な奴らで食べたら過去最高に辛かった！！！,1697468
2021-05-28,【大発表】「俺」と言っちゃいけない聖地巡礼で引っ叩かれまくって大爆笑www,1784549
2021-05-27,【大食い】激レア「ラッキースターアポロ」見つけるまで終われませんしたら見事にチョコまみれwww,3154613
2021-05-26,シルクロードがスマブラSPのアイアンマンチャレンジやったら完走できるのか！？,3150325
2021-05-23,【大ピンチ】目隠しで１分間かぞえられなかったらコレ全部引っ張ります！,2135021
2021-05-22,【スラムダンク】史上最高のバスケットボール漫画の常識クイズに答えられるか！？,766089
2021-05-21,トイレットペーパーを最速で積むギネス記録を越えてやるわ！,989017
2021-05-19,【不可避】絶対に食らってしまうパウダーペットボトルチャレンジが面白すぎたwww,2272151
2021-05-18,【奇跡】メンバーに感謝の手紙を書いたら感動的なラストに泣きかけた。,1191107
2021-05-16,【第９回モヤモヤ】最後まで残っちゃいけない「かくれんぼ」をシルクロード実家でやったら両親がYouTuber過ぎたwww,5252206
2021-05-15,【大食い】コストコの約4kg巨大ケーキを食べた結果…を想像できる？,3077777
2021-05-14,【激辛】俺たちならコストコの「巨大タバスコ」早飲み出来るに決まってんだろ！！,1121050
2021-05-13,【料理音痴】シュクメルリわからないけど何も見ずに作ってみた！！,3482596
2021-05-12,好きになった。,2095853
2021-05-10,100枚の板ガムを使って超巨大ガムを作ったらデカすぎたｗｗｗ,1999345
2021-05-09,【１０分間】カジサックと本気のアスレチック鬼ごっこをしたら大爆笑の結果になった！？,2759616
2021-05-08,【早食い】大好物のミニトマト約１kg早食いしたら異次元の記録出たwww,1489925
2021-05-07,【いきなり鬼ごっこ】フォーエイトでITから最後まで逃げ切ることができるメンバーは誰だ？【ドッキリ】,6069605
2021-05-06,【スゴ技】フリスビー投げ技１０個覚えるまで帰れま１０【アルティメット】Frisbee 10  Throws,2205788
2021-05-05,【第８回モヤモヤ】最後まで残っちゃいけない「かくれんぼ」をンダホの新居でやったら家族大仰天www,8311031
2021-05-04,サーティワンアイス３２種類を混ぜて最強のアイス作ったら何味になるの！？,2557925
2021-05-03,屋内最大級アスレチックを全制覇したら記録更新しまくって伝説になったwww,4450846
2021-05-02,フリスビーと球技が合体した新スポーツは最高難易度だった。,1391391
2021-05-01,【１０分間】アスレチック鬼ごっこを久々にやったら転倒だらけで大爆笑www,1983794
2021-04-30,【アニメ】ンダホ結婚おめでとう！！,5341338
2021-04-30,ンダホの人生を勝手にアニメにするドッキリしたら大泣きした。【フィッシャーズ】,9158110
2021-04-29,【ROUND1】ラウンドワンで全員スポーツ10種目やらなきゃ帰れま１０,7485341
2021-04-28,【心霊】呪いの人形が本当にある心霊マニアの自宅に行ったらヤバ過ぎた。【閲覧注意】,2449169
2021-04-27,【ドッキリ】フィッシャーズが卒業生たちの前にいきなり登場してニンテンドースイッチあげちゃうドッキリ！！【母校】,2137402
2021-04-25,【大食い】辛さ嫌いが超大盛り獄激辛HALF&HALF食べたらぶっ壊れたwww,2048737
2021-04-24,目隠しボウリングで全員ストライク取れるまで終われません！！！,3476176
2021-04-22,【大流行】トントン音感ゲームやったら“大ヒット曲”にも気づけるようになって大爆笑www,931383
2021-04-20,【大流行】メントスをコーラに投げ入れるチャレンジで奇跡の記録でたｗｗｗ,6489612
2021-04-18,【超難問】10種類のディズニーのお土産から本物を見破らないと強制退国ですwww,3258064
2021-04-17,【最強の1日】王様から話がある。,1228511
2021-04-16,【恐怖】怖くないホラーサイト「うさぎぱずる」が意味不明すぎて大混乱したwwww,2457036
2021-04-14,【心霊】兄弟で心霊写真をお祓いしたら事故で死にかけたことがあった。,2614966
2021-04-12,【ドッキリ】顔面サランラップを一日中やってみたら地獄すぎてずっと面白かったwww,3151141
2021-04-11,【巨大】ハリボーグミ１７種類を混ぜて最強グミ作ったらとんでもないの爆誕したwww,3955639
2021-04-10,【家族初登場】ンダホ家全員で新居に引っ越したら隣の家がYouTuberだった！？,6365945
2021-04-09,【いきなり鬼ごっこ】ぴえんから最後まで逃げ切ることができるメンバーは誰だ！？【ドッキリ】,3171826
2021-04-08,【大食い】キャベツまるごと早食いチャレンジしたら世界最速タイムが出ちゃった！？,1566110
2021-04-06,【恐怖】株式会社 闇がさらに呪われて最恐サイトになってしまった！？,2196168
2021-04-05,【心霊】母親にも霊が見えるのか聞いてみたら...。,1996241
2021-04-04,【巨大】駅を広告でジャックしてみた。,769487
2021-04-03,【日本最大級】巨大水上アスレチックを作ったら面白すぎてビショ濡れになったwww【GREENIA】,8957154
2021-04-01,絶対にならしてはいけないビリビリハーモニカがめちゃめちゃ面白かった！Attack on Biribiri harmonica,2060912
2021-03-31,【心霊】霊が出るからと注意されるホテルの３０８号室に泊まれるか行ってみた。,3707064
2021-03-29,【大流行】ゲップしりとりゲームを流行らせようとしたら全然続かなくて大爆笑www,1568001
2021-03-28,【いきなり鬼ごっこ】青鬼から最後まで逃げ切ることができるメンバーは誰だ！？【ドッキリ】,4399546
2021-03-27,【検索履歴公開】罰ゲームしか出ないガシャポン大量に回したら地獄すぎるｗｗｗ,8481141
2021-03-26,【恐怖】心霊現象が多発した元自宅に霊と会話しに行ったら嫌なこと思い出した。,3425325
2021-03-25,【絶品】SNSで話題のメロンケーキアートに挑戦したら奇跡の神回だった！！,2081004
2021-03-24,【２年ぶり】熱湯KOウォーターゲームが熱すぎて全員大暴れ状態にwww,1565843
2021-03-23,【1on1】本気で１日バスケを教わったら引退した経験者にも勝てるのか！？【打倒シルク】,2783613
2021-03-22,負けたら24時間企画をするカードゲームが死ぬほど面白かったwww【絶対王者カチキング】,1215201
2021-03-21,【感動】おばあちゃんにいきなり酸素ボックスをプレゼントしてみた。【サプライズ】,2348086
2021-03-19,【初心者vsプロ】動体視力で超一流マジシャンMr.マリックを見破ることはできるのか！？,2664991
2021-03-16,【大当たり】PS5が当たるビンゴゲームが超高額過ぎて財布の中身が消え去りましたwww,4627613
2021-03-15,【ドッキリ】限定コーラの中身が醤油になってるドッキリで吹き出したwww,2260965
2021-03-14,【超豪華】シルクロードが24時間長電話したらネット騒然の大革命起きた！？！？【後編】,3971509
2021-03-13,【ギガコラボ】シルクロードが24時間長電話したら特番レベルの神回になったwww【前編】,5038760
2021-03-12,文句あるか！？,1057933
2021-03-09,【Siren Head prank】サイレンヘッドが家に突然入ってくるドッキリで神反応www,4808487
2021-03-08,【日本最大級】フィッシャーズアスレチックを制覇しにいったら半端じゃなくデカかった！【水上アスレチック】,5257386
2021-03-06,【20種類】大量の虫を食って1番うまいヤツを決めろ！！！【閲覧注意？】,1757258
2021-03-05,【大混乱】オーマイ歌詞ゲームで翻訳しまくった歌詞だけをみて曲名を当てられるかやってみた結果www,1572116
2021-03-03,【大食い】超巨大100kgマグロで大食いしたら大変なことになったwww【解体ショー】,4197797
2021-03-02,【100万円】クレジットカードを不正利用されました。,1638483
2021-03-01,【ドッキリ】自宅のお風呂に100kgのマグロ泳いでるドッキリwww【本物】,2045022
2021-02-27,【ただ１人】ババ抜き最強決定戦に天才たちを呼んだら誰が優勝するのかガチバトル！？,2816310
2021-02-25,【大流行】呪術廻戦クイズ１０問出したらYouTuberならさすがに答えられるよね！？,1997143
2021-02-24,【放送事故︎】新おやじギャグかるた全力でやったら大爆笑に決まってんだろ！！,3040564
2021-02-22,【検証】1週間寝癖を切り続けたらどんな髪型になるの！？,2698702
2021-02-20,【サッカー】だれでも「変化球」が蹴れるボール１０回連続止められるまで帰れま１０【PK】,4091419
2021-02-18,動画が撮れなくなった。,3070397
2021-02-16,【第4回】絶対に笑ってはいけないシンメトリーが半端ねえｗｗｗ,3779410
2021-02-14,バスボムシークレット当たるまでお風呂上がれませんが地獄の始まりだった！？,8901947
2021-02-13,フィッシャーズが「うっせぇわ」を原キーで歌ったら大爆笑して泣いた【THE FIRST TAKE】,7478329
2021-02-11,【iPhone 12 Pro】スティーブ・ジョブズ氏が着ていたタートルネックが埋め込まれた新作iPhoneが高すぎる！？,1557629
2021-02-09,お前らがYouTubeにどれだけ詳しいかクイズ出すわ。,1830289
2021-02-08,【2021年】新年あける前に撮った鍋忘年会でメンバーの素がバレる！？【爆笑秘話】,2279975
2021-02-07,最強ババ抜き決定戦を開催します。,813561
2021-02-06,【クビ︎】ウルトラマン12人の名前を一回で覚えられない人には消えてもらいます。,1255094
2021-02-05,【話題】700万回再生されたシルクが囲まれる動画の真相を話します。【無断撮影】,2123018
2021-02-04,全てYESのボタンを押せば１００万円プレゼントする質問コーナー！？,1813986
2021-02-03,【裏技】「OK Google！」の後にキーワードを言うと秘密のクイズ大会ができるらしい！？,1763632
2021-02-02,【シルクロード密着24時  2021年コロナ禍Ver.】職業YouTuberの裏側は忙しい！？〜うっせぇ男の１日〜,3230961
2021-02-01,【大食い】出目の数だけ相手に食わせるサイコロステーキがキツすぎたｗｗ,4926652
2021-01-31,【大流行】イヤイヤヨゲームやってみたら大勢出てきて大爆笑www,6739381
2021-01-30,【ドッキリ】自宅にケバブ屋さんがいたら友人は注文するのか！？,3508024
2021-01-29,シルクロード、今年は...やめます。,3041839
2021-01-28,バスケットゴールを頭につける新競技やったらスパーリングみたいになったわwww【大乱闘】,1129387
2021-01-27,割れるビンで何回も頭を叩かれ続ける人 #Shorts,5073390
2021-01-27,【第１回】水上＆海上アスレチックハプニング集！！！Water park &Wipe out happening #Shorts,2117883
2021-01-26,サイコロステーキを使ってダイス・スタッキングできるのか試してみた結果！？,1547267
2021-01-24,うんこ５００個入ったお風呂に飛びこんだらパパが壊れました。,2420676
2021-01-23,【新記録】ペヤング獄激辛カレーがヤバい辛さだったのに1分以内に食べ終わっただと！？,2050977
2021-01-22,【大当たり】激レアおっとっと全種類出るまで終われません！！,2144494
2021-01-20,忙しい人のためのキンテキハーモニカ Attack on ◯◯◯ harmonica challenge #Shorts,4062882
2021-01-20,小池都知事にコロナについて緊急対談で質問してみた【フィッシャーズ】【新型コロナウィルス】,1346070
2021-01-18,船で海に出て仕掛けた網からとんでもないものが現れた！？【さかなクン】,1572040
2021-01-17,絶対に鳴らしてはいけないアタマリコーダーがめちゃくちゃ面白かった！！Attack on head Recorder challenge,5056289
2021-01-16,忙しい人のためのスネハーモニカ Attack on shin harmonica challenge #Shorts,3581720
2021-01-16,【第1回】クレーンゲームしりとりで全員まわるまでの最速記録がハンパじゃねぇ！？,5509513
2021-01-15,【大食い】吉野家の当たり牛丼を買えるか挑戦したらエゲつない奇跡起こった！！,1702120
2021-01-13,【第７回モヤモヤ】最後まで残っちゃいけない「かくれんぼ」をザカオの自宅でやったら心霊体験みたいになった！？,3996962
2021-01-11,【100分間】たくさんの動けるYouTuberたちvsシルクロードで本気の鬼ごっこした結果！？【心霊】,14443522
2021-01-10,【再現検証】もしも突然両親がブタにさせられたら息子は当てられるの！？【千と千尋の神隠し】,3002843
2021-01-09,【秘密】この本棚は隠し部屋への扉になっています。,6846948
2021-01-07,【ドッキリ】お家の風呂に“本物の巨大ワニ”がいらっしゃいます。alligator in bathroom,5754112
2021-01-06,カードスローイング初心者がロウソクの火を消すまで帰れませんやったら奇跡が起きた！？,1774662
2021-01-05,フィッシャーズが「ステーキ」を一発撮りで奏でたら大爆笑して泣いたwww【THE FIRST STEAK】,2369174
2021-01-04,【2021年】第３回１００分間鬼ごっこの出場者発表します！！,3043939
2021-01-03,【開封】ヴィレヴァン2021年福袋を全種類開けてみたら中身がツッコミどころ満載だったwwww,2703588
2021-01-02,バスケの「オールコートシュート」に挑んだらどのくらい時間かかるの！？All court shoot challenge,5116545
2020-12-27,ご報告させてください。,5384198
2020-12-22,2020年を逆再生で振り返ってみたら大爆笑だったwww,2244749
2020-12-18,【無理】「コンパス」と言いながら「パソコン」って10個絶対書けないらしい！？,2119983
2020-12-16,【大食い】出前しりとりで大食い対決したら大爆笑の結末にwww,3663327
2020-12-15,【奇跡】フィッシャーズ人生展にいってみた！！ 〜10周年で再生回数100億回〜,1241521
