投稿日,タイトル,再生数
2021-04-11,【自作キーボード】黙々とやります。おじさんのはんだ付けライブ,300273
2021-04-10,【いくらなんでも高すぎる…】シュプリーム大好きユーチューバー、さすがに迷う。 / Supreme x Akai MPC Live II,247464
2021-04-09,【名探偵コナン】ココイチ限定クリアファイルを手に入れるために、カレーを食べまくる！！！,219251
2021-04-08,【自作MIDIキーボード製作 #1】数十年ぶりのはんだ付けにチャレンジ！,196129
2021-04-03,【超朗報】WindowsでもApple Pro Display XDRが使えました！,236499
2021-04-02,やっと届いた…(笑) SONYの小型シネマカメラ「FX3」を開封＆1週間使ってみた感想！,235295
2021-04-01,瀬戸弘司、次は「自作キーボード」の世界に足を踏み入れる。,222699
2021-03-31,ASUSの25万円ディスプレイを1日使ってみた感想。 / ProArt Display PA32UCX-P,222677
2021-03-30,【Appleさん、さようなら…】Apple Pro Display XDRを卒業します。,310571
2021-03-26,【動画編集マシン 頂上決戦！】Mac Pro (180万円) vs Windows 自作PC (80万円)！,311348
2021-03-24,うっかりpovoを契約してしまったau長期利用者、光の速さでpovo信者になる。,454236
2021-03-23,【悲報】povoの契約をミスって大変なことになりました…,477761
2021-03-20,【自作PC初心者】はじめてのベンチマーク！俺の最強PCのスコアを見よ！！！,264830
2021-03-17,Ryzenのピンを折った自作PC初心者、AMDアンバサダーに認定されてしまう。,250998
2021-03-16,【ちょっとショック…】α1で4K動画を撮ったらオーバーヒートしてしまいました。,232243
2021-03-15,【春の開封祭り！】瀬戸弘司の動画のレゴが凄い！そしてあのカメラがついに・・・！？,213937
2021-03-12,日本未発売のワイヤレスマイク「RODE Wireless GO II」を海外から取り寄せたんだけどさあ・・・,209303
2021-03-09,【自作PC初心者の決断】RAID組むのやめますぅ！！！,259251
2021-03-06,自作PCの先輩方とお話してすごく勉強になりました・・・,227057
2021-03-05,【悲報】俺の自作PC、起動できなくなる。,363737
2021-03-03,【恐怖！】アコーディオンの師匠・小春先生による抜き打ちチェック！,257199
2021-03-02,【地獄のソニー沼】FX6を下取りに出してFX3を買います…。SONYさん、僕の散財をもう終わりにさせてください…,186905
2021-03-01,【最終回…？】みんなありがとう・・・はじめての自作PC、ついに起動！！！,412914
2021-02-27,【さよならMac Pro】自作PCにパーツを移植します。,328213
2021-02-26,最近Amazonで買ったもの一気に開封するよん♪,389578
2021-02-24,Sony FX3発表！これがシネマカメラかどうかなんて関係ねえ！買います！,270462
2021-02-23,シュプリームの指輪がキターーー！！！,271343
2021-02-22,【悲報】俺のRYZENが…グリスまみれになってしまいました。,294980
2021-02-21,【自作PC初心者 #10】いよいよクライマックス！CPUグリスを塗って、グラボを取り付けるよ♪,264415
2021-02-20,シュプリームのチャンピオンに、俺はなる！ / 2021SS Week 1 立ち上げ,219434
2021-02-19,【自作PC初心者 #9】やっとここまで来た…ついに最大の難関「配線」に挑む！,253986
2021-02-17,Xperia PROとα7S IIIの組み合わせは、自撮りユーチューバー的には微妙でした・・・,197102
2021-02-16,【自作PC初心者 #8】CPUクーラーをセッティング完了！次は電源だ！！！,258470
2021-02-15,【自作PC初心者 #7】俺はとにかく冷やしてえんだあああ！！！ラジエーターの取付位置に翻弄される自作PC初心者！,281770
2021-02-14,SONY α1 + Xperia PRO で幸せになれるのか、検証してみたい。,239545
2021-02-13,【自作PC初心者 #6】簡易水冷CPUクーラーの取り付けに大苦戦！ / NZXT KRAKEN Z73,308901
2021-02-12,みんなごめん…FX6を手放そうと思っています。,348739
2021-02-11,世界初！外部モニターになるスマホ！Xperia PRO 開封します！,428324
2021-02-09,【3歳の子供でも遊べるシンセサイザー♪】3さいのおじさんでも遊べるのか試してみた！ / Blipblox After Dark,168580
2021-02-08,【自作PC初心者 #5】買ってよかった！自作PCケース Fractal Design「Define 7」が最高すぎました…,369195
2021-02-06,新しいメインカメラがキターーー！ソニーのフルサイズシネマカメラ「FX6」を楽しく開封するよ♪,341709
2021-02-05,【恐怖】10万円超えCPUのピンを折った自作PC初心者、自力で修復を開始する。 / AMD Ryzen 9 5950X,521444
2021-02-04,Ableton Live 11 さん、進化しすぎて画面がぐにゃぐにゃになってしまう。,123293
2021-02-03,ソニーの最強8Kカメラ「α1」をポチる男、ただのやべえヤツだった。,324184
2021-02-01,【悲劇】初期不良系ユーチューバー、自作PCでとんでもないミスをやらかす。,514134
2021-01-31,はじめて自作PCを組むよ♪Part 2 マザーボードにCPUとSSDを付けるよ！,390582
2021-01-29,はじめて自作PCを組むよ♪Part 1 パーツ紹介編,544895
2021-01-28,いろいろあって、買っちゃいました・・・,325110
2021-01-27,【険しすぎるSONY信者への道】総額100万円超え！「α1」「Xperia PRO」買います！！！,365708
2021-01-26,きれいなジャイアンに、最近の悩みを打ち明けてみた。,274115
2021-01-25,え、ズボンなんて破けてませんけど？,741153
2021-01-24,【ご報告】ズボンの股が破けた動画を削除しました。,621255
2021-01-23,人生はじめての電動歯ブラシに大苦戦！,268063
2021-01-22,AirPods Max 開封レビュー♪まさしく、AirPods Proをそのままヘッドホンにした感じだわ！(笑),997365
2021-01-20,2021年 最初に買ったもの紹介！後編だよ♪,490928
2021-01-19,新年のご挨拶♪そして、今年最初に買ったもの♪,425907
2021-01-18,【恐怖】誰かが俺のクレジットカードを使ってる、、、,447024
2020-11-16,PS5専用 HDカメラでライブ配信してみた！,259249
2020-11-14,iPhone 12 mini がやってきた！,1074197
2020-11-12,PS5が、、、キターーー！！！,845669
2020-11-11,【緊急配信】明日PS5が来るぞライブ！ / LG ゲーミングモニター 27GN950-B 開封！,273842
2020-11-11,ついに登場！Apple Silicon Mac、ポチりました！,512744
2020-11-07,iPhone 12 Pro Max / 12 mini 予約しました・・・,405408
2020-11-06,4Kゲームキャプチャ買ったけどぜんぜんうまくいかねえｗｗｗ,221180
2020-11-04,勝手にアコーディオン発表会「赤とんぼ」,192788
2020-10-30,まじかよ！ポケットオペレーターがついにCAPCOMコラボ！ストリートファイターモデルだ！ / teenage engineering PO-133 Street Fighter,293826
2020-10-25,UUUM初期メンバーからのビデオレターが最高だった…,520325
2020-10-24,40歳の誕生日にスペシャルなプレゼントが届いた！,304142
2020-10-22,【速報】緊急告知です。,270350
2020-10-21,【瀬戸の飯テロ 2020】俺が選んだコンビニ夜食！一緒に食べようぜ！,837178
2020-10-20,【DJI Pocket 2】Osmo Pocketが完全体になりました。,537997
2020-10-17,10周年記念グッズ、ついに発売。,230654
2020-10-15,【悲劇】iPhone 12ではなく、サンタカタリナ島の購入を検討する男。,316441
2020-10-14,【さあ、どれを買う？】iPhone 12シリーズのチョイスは、正直めちゃくちゃむずかしい。,808889
2020-10-13,【作業用せとこうじ 4K高画質版】勉強や仕事のおともに！瀬戸弘司があなたのとなりでずっと編集しててくれる動画。 / α7S III 4K60p 長時間撮影テスト,637183
2020-10-12,新型Oculusキター！VRデビューするならこれ！Oculus Quest 2 がやってきた！,311904
2020-10-10,【衝撃の画質】α7S III と 20mm F1.8 の組み合わせがとにかくヤバすぎるので見てくれ…,441867
2020-10-09,やっとキタ！SONY α7S III をのんびり開封しま〜す♪,380713
2020-10-08,【事件】今月で40歳のワイ、はじめて anan を買う。,191299
2020-10-07,【残念なApple信者】iPhone 12 が発表される？誰がそんなこと言ったんですか？,410178
2020-10-06,【発売直前ポチり祭り！】やべえ！α7S III のレンズ買うの忘れてた！！！,217832
2020-10-05,もう1ヶ月以上、謎の嫌がらせを受けています。,419147
2020-10-03,【シュプリーム】「奥義！別タブ購入法」で SHURE の赤いSM58を確実に手に入れてみせる！！！,339017
2020-09-29,あの神ドラムパッドがついにスタンドアローンに！MASCHINE+ がやってきた！,174034
2020-09-25,プロのデザイナーにロゴ製作を頼んでみたら、めっちゃカッコいいのができてワロタｗｗｗ,309273
2020-09-24,【スマホスタンドを探す旅】MOFT X から DJI OM 4 を経て FoldStand にたどり着くまでのお話。,342295
2020-09-23,アップル信者として到底許すことのできないやきそばが発売されてしまいました… / iPad版 LumaFusionで初編集,372545
2020-09-21,【ネット回線 爆速への道！】ついに爆速達成！答えはONUの先にあった！！！,527171
2020-09-20,夜を昼に変えてしまう！？話題のスゴい照明を買ってみた。 / Aputure 120d Mark II,191741
2020-09-18,かかってこいやあ！PS5 予約争奪戦！絶対に負けられない闘いに、俺は勝つっ！！！,648874
2020-09-16,【GoPro HERO9 Black】待望のフロントディスプレイ搭載！Vlog仕様のGoProがキターーー！,219166
2020-09-12,開封祭り 完結編！最後に出てくるのは50万円のアレだ！ / 対決！散財タワー 後編,319504
2020-09-09,約70万円分の買い物、一気に開封します！シュプリーム争奪戦もやるぞ！ / 対決！散財タワー 前編,468635
2020-09-07,飽きさせない動画編集の極意 〜最適化と手描きトランプ〜,155412
2020-09-05,【絶妙なスペック！】LUMIX S5 は新たなメインカメラとして採用できるのか？,245840
2020-09-02,【ネット回線 爆速への道！】ルーターを挿す場所を変えてみたら・・・,351235
2020-08-31,6年間使い続けた「AirMac Time Capsule」を卒業します。,319571
2020-08-29,チャラン・ポ・ランタン 小春さんと行く！『アコーディオン買いまSHOW!!!』後編,344721
2020-08-28,チャラン・ポ・ランタン 小春さんと行く！『アコーディオン買いまSHOW!!!』前編,570325
2020-08-23,ZV-1…すげえ良いじゃん。マクドナルドを食べながら、爆速AFにぶったまげる。,334328
2020-08-22,【シュプリーム争奪戦！】最強装備を手に入れる闘い！かかってこいやあああ！！！2020秋冬コレクション 立ち上げ！,405287
2020-08-21,【ドラマティック対談】石井正則×瀬戸弘司 後編「ゲートをウェイせよ！」,175451
2020-08-20,ドキドキ…今日は例の撮影日です。,163718
2020-08-19,ありがとうの気持ち。○○万円分のトラベルギフト券が届いた。,165843
2020-08-18,【散財兄弟、三男爆誕！】さっそく28万円分もAmazonで散財してしまう。,427044
2020-08-17,往年の名機を詰め込んだ夢のシンセ！Roland JUPITER-Xmの基本的な使い方を解説！私の感想も添えて…。,118376
2020-08-16,実は・・・去年のクリスマスプレゼント、もうひとつ買ってました。,262501
2020-08-14,フォートナイトがApp Storeから突然削除される。いったい何が起きているのか？,356756
2020-08-13,まったく知らなかった…女子トイレの「音姫」事情について。,316196
2020-08-12,【超難問】本人なら全問正解できるはず！「瀬戸弘司クイズ」に挑戦してみた！,612888
2020-08-10,元アリtoキリギリス 石井正則さんの言葉で男泣き。,296281
2020-08-09,ゼンハイザーさんからの贈り物,263042
2020-08-08,これが新時代のLEGOだ！大人専用の飾れるレゴアート！,263818
2020-08-07,アコーディオン動画の反響がすごいので今日もVlogします。,307915
2020-08-06,ボタン式アコーディオンが欲しい！その理由について語ります。,340408
2020-08-05,ラジオの身体 〜ドリキンさんとの対談を終えて考えたこと〜,281969
2020-08-04,らくがきが歩く！？夢のアプリ「らくがきAR」がカオスすぎてヤバいｗｗｗｗｗ,227816
2020-08-01,【究極の選択】やっと心が決まりました…。 / キヤノン EOS R5 vs ソニー α7S III,308579
2020-07-28,【地獄のジュース生活】3日間の断食に挑戦してみたら、想像以上にキツかった…,656480
2020-07-27,【EOS R5】映画のように美しく撮りたいならコレ！Canon Log撮影テスト！ / C-Log,146015
2020-07-22,【はじめての肛門科】すべてをお話します・・・,469999
2020-07-21,【悲報】瀬戸弘痔、2年ぶりに復活してしまう。,387269
2020-07-20,はじめて観たけど『半沢直樹』めっちゃおもろいやん！【ネタバレなし】,247188
2020-07-19,【あれから4年半…】しーさんがCanon EOS M10を卒業します。,265344
2020-07-12,【最近のLEGO凄すぎ！】レゴ スーパーマリオがやってきた！ / LEGO Super Mario,329527
2020-07-09,【実機レビュー！】EOS R5 / R6 発表！スペックの違いを確認すればするほど、どっちを買えばいいかわからなくなる！！！,267662
2020-07-03,【リフレッシュのおともに】夏の作業用BGM作ってみた！ / サンスタートニックシャンプー,258074
2020-07-02,【世界限定100個！】重量8.5キロ！マイクラのリアル宝箱が届いたから開封するわ！！！,383357
2020-05-28,【開封ライブ！】完全スタンドアローン音楽制作マシン「AKAI MPC LIVE II 」ついに発売！,297092
2020-04-21,重いけど！高いけど！ものすごく良いから、とにかく買え！！！/ iPad Pro用 Magic Keyboard がやってきた！ 後編,746672
2020-04-20,【速報】いやこれ、完全にSurfaceやんｗｗｗ / iPad Pro用 Magic Keyboard がやってきた！前編,717118
2020-04-03,【悲報】シュプリームでわけのわからない商品を買ってしまいました…,545952
2020-03-29,【こんなん予測できるかｗｗｗ】HIKAKINくんの「香取慎吾さんLINE通話ドッキリ」に引っかかってしまいました！！！,1440938
2020-03-12,妻に散髪してもらったら、やっぱり失敗したｗｗｗｗｗ / バーバーしずえ 第8回,673306
2020-03-09,【シュプリーム】ファッション初心者が25万円かけて、全身コーディネートしてみた結果！,618638
2020-03-05,足のサイズ計測マット「ZOZOMAT」最高でした！まだ持ってない人は、無料だから注文したほうがいいよ！,343349
2020-03-01,【シュプリーム争奪戦！】絶対に入手したい新商品があったので初参戦！気づいたら、爆買いしてました… / Supreme 20SS 立ち上げ,583933
2020-02-25,【セブン‐イレブン】おにぎりがリニューアルキターーー！さっそく食べ比べてみた！！！,585397
2020-02-18,【完全敗北】ひさびさに10分で曲作ったら、とんでもない曲ができたwwwww,969608
2020-01-19,【大激怒！】俺の名前を勝手に使って、企業とコンタクト取ってるやつがいる！！！いますぐやめろ！,750051
2020-01-15,【ついにMac Pro起動！】Pro Display XDRが綺麗すぎて目を奪われてしまいました…。,953970
2020-01-08,【日本最速で開封！】50万超えのApple純正ディスプレイ「Pro Display XDR」がやってきた！,849943
2020-01-06,新型Mac Pro のハードディスク取付作業でありえないミス発生！ / Promise Pegasus R4i 32TB,719956
2019-12-28,【禁断の実験】新型Mac Proで大根おろしてみた！ / Mac Pro (2019) vs Japanese radish (English subtitles),1387729
2019-12-26,【勉強や仕事に使える！】おじさんがずっと作業に集中している動画。,419436
2019-12-25,【年末なので私物を売ります！】瀬戸おじさん、はじめてのメルカリ出品に挑戦！,452172
2019-12-24,【日本最速レビュー！】新型Mac Pro (2019) 開封の儀！！！,1298265
2019-12-22,【2019年の投資結果発表！】実は、株式投資つづけてました！奇跡の大逆転！楽しく年を越せそうです！,258161
2019-12-21,巨大なクリスマスプレゼントを買ってしまいました！ / YAMAHA MODX 6,387582
2019-12-18,音が後ろから聴こえてくるっ！！！話題のヘッドホン型アンプ「WAZA-AIR」をさっそく試してみた！,332053
2019-12-14,【念願】ついに新型Mac Proをポチります。,832874
2019-12-12,【全部セットで750万円！？】新型Mac Pro フルスペックが高額すぎる！アップルさんありがとう！！！,1191268
2019-12-09,【妻カメラ】海外旅行中の瀬戸弘司を観察してみた。,288657
2019-11-26,【完全解説！】YAMAHA PSS-A50の使い方 〜基本から応用まで〜,212263
2019-11-25,俺のiPhone、ついに完全体になる。 / MOFT X,636940
2019-11-22,【すでに入手困難！】ヤマハの本気！新時代のミニキーボード爆誕！ / YAMAHA PSS-A50,536088
2019-11-19,【オッス！オラ、アップル信者！】Apple Watch Series 5 ついに買ったぞおおおおお！！！,1051448
2019-11-15,【いまさら？】瀬戸弘司、謎のタイミングで「iPhone 11 Pro Max」を買ってしまう。,1127758
2019-11-14,【YouTube】子供向けコンテンツの規約変更で、僕が心配していること。,450875
2019-11-03,【新作Tシャツ】俺、オシャレになっちゃいました・・・,243305
2019-11-01,【開封レビュー】アップルの新型イヤフォン「AirPods Pro」は、イヤフォンの概念を変えてしまうかもしれない…。,1960597
2019-10-28,【これいいぞ！】リングフィットで筋肉痛になりました・・・まじでジム行かなくていいかも！？,487167
2019-10-26,ガチ筋トレができると話題のニンテンドーリングフィット。おじさんの場合、ゲーム開始前に疲れてしまうことが判明。,567122
2019-10-25,【新曲】すべての男たちに届け！ダヴメンラップ！,313735
2019-10-24,これで490円って…ウソだろ！？めちゃくちゃ使える衝撃のサンプラーアプリ「Koala Sampler」,651983
2019-10-22,【数量限定！】カップヌードル専用フォーク「カップヌードル THE FORK 」を手に入れた！,500627
2019-10-20,【4年ぶりの新モデル！】Launchpad X、最高！パッド演奏したいなら、とりあえずこれを買え！,279333
2019-10-19,「今日は俺の誕生日！みんな、俺を祝ってくれ！！！」って言えるようになりたい…,256570
2019-10-11,台風が来るのに余計なものを買ってしまいました・・・,843402
2019-08-06,【株初心者】瀬戸弘司、我慢できずに株をすべて売ってしまう。,387604
2019-08-05,株をはじめて4ヶ月・・・ついに赤字転落。,206384
2019-08-02,【株の結果報告】ぼく、泣いてもいいですか…？日経平均大幅下落＆ショボ決算のダブルパンチ！,271514
2019-07-21,【歯列矯正】1年9ヶ月が経過。歯並びがかなりキレイになりました！,295713
2019-07-20,【完全新作！】あの「ひらくPCバッグ」が、リュックになっちゃった！ / ひらくPCリュック レビュー！,397661
2019-07-19,【リアルな金額を言います】株をはじめて3ヶ月、運用の成果を発表します。,696497
2019-07-18,【リアル過ぎｗｗｗｗｗ】FaceAppの老化エフェクトが凄すぎて笑う！まじでみんな試してみて！,375641
2019-07-12,瀬戸弘司、沖縄旅行中に怒ってしまう。,332674
2019-07-11,【祝！セブンイレブン、沖縄初上陸！】オープン記念福袋の中身、全部見せます！,283809
2019-06-27,【個人が格付けされる時代がやってくる！？】本日リリース「LINE Score」で、さっそく自分の信用スコアを診断してみた！,252282
2019-06-26,【パッドマスターへの道！#3】ピアノが弾けないDTMerたちよ！これがパッド演奏のメリットだ！,277361
2019-06-23,【作業用せとこうじ#5】勉強や仕事のおともに！瀬戸弘司があなたのとなりでずっと編集しててくれる動画。,459288
2019-06-22,【パッドマスターへの道！#2】ふたつの演奏スタイルを理解しよう！,215749
2019-06-19,【瀬戸さん、どうやって弾いてるの？】パッドの演奏方法をわかりやすく解説します！ / パッドマスターへの道 #1,580656
2019-06-18,瀬戸弘司、今後の展望を語る。,442577
2019-06-15,【アフレコ環境】一度は撤去したマイクアームをふたたび設置。やっぱり最高でした。スピーカーの高さも上げました。,229070
2019-06-09,神ゲー過ぎる！ビートセイバーは絶対にプレイして！ / Oculus Quest（オキュラス クエスト）がやってきた！後編,536285
2019-06-05,【試される信仰心】新型Mac Pro発表！100万超え確定！やった！アップルさんにいっぱいお金を払えるぞ！！！,806973
2019-06-04,自称中学生ユーチューバー「セトッチ」が、新型Mac Proを極秘に入手したようです。,452481
2019-06-02,【買ってよかった】Amazonでひさびさに良い買い物ができたから、ちょっと見てくれ！,834945
2019-05-30,【ゲーミングマウス】最高の使い心地！ロジクール G502 HEROを1ヶ月使ってみた感想！,556321
2019-05-28,【閲覧注意】顔に異変が・・・,295349
2019-05-25,【謎企画】妻と指相撲してみた。,225825
2019-05-24,【失敗】なんで俺はこんなものを買ってしまったんだ・・・,547622
2019-05-22,自称中学生ユーチューバー「セトッチ」の家に、謎の箱が届いたようです。,617998
2019-05-21,デスクの模様替えしてみたら、めっちゃいい感じになった！,301601
2019-05-17,ポケモンから届いた謎の箱、予想以上に中身が豪華でビックリした件。,265350
2019-05-15,【ついに出たGoProキラー！】前面モニター搭載アクションカメラ「DJI OSMO Action」がやってきた！,225716
2019-05-14,自称中学生ユーチューバー「セトッチ」がかなりウザいので、一度見てみてほしい。,966000
2019-05-10,【迷走!?】瀬戸弘司、とうとうスマホゲームを作りはじめてしまう。,255930
2019-05-08,【ご報告とお詫び】ぷーん大学 Tシャツのデザインを一部変更いたします。,168886
2019-04-28,【放送事故の予感…】瀬戸弘司、音楽系ラジオ番組「block.fm」で、ジャムセッションすることになってしまう。,98302
2019-04-26,【速報】ぷーんTシャツ新作、ついに完成！5日間限定で販売します！,148262
2019-04-24,【DTM】80年代レトロっぽい曲作ったから聞いてみてくれ！ / Synthwave シンセウェイヴ,214102
2019-04-13,【注意】ニューヨークで僕が引っかかったのは「メトロカード詐欺」というよくある詐欺でした。,277383
2019-04-12,【事件】瀬戸弘司、はじめてのニューヨークでいきなり詐欺に引っかかってしまう。,445523
2019-04-08,【発売間近！】ついにキタ！！！REALFORCE初のMac専用キーボード、開封レビュー！,516572
2019-04-05,最高のガジェット系リュック、見つけました。 / TUMI トゥミ Alpha 3 ブリーフパック,620887
2019-04-01,【おなら注意】おならの音だけで曲作ってみた。,411663
2019-03-29,【解説】PayPay 第2弾100億円キャンペーンでお得に買い物する方法！,179249
2019-03-26,【速報】Appleのクレジットカード「Apple Card」を裏ルートから極秘入手！,386446
2019-03-25,【図で解説】VR-1HDでゲーム実況をライブ配信する方法！,143542
2019-03-23,ティッシュだけで音楽作ってみた！ / Tissue paper music,309559
2019-03-22,【音フェチ動画】REALFORCE SA for Mac vs Magic Keyboard タイピング音＆速度 比較テスト,446152
2019-03-20,【バトル勃発!?】Apple Pencil 初代 vs 第2世代！ / iPad Air & iPad mini 発表！,598232
2019-03-18,【神機材】本気でライブ配信するならこれ一択でしょう。 / Roland VR-1HD レビュー！,236748
2019-03-13,【報告】10年以上着つづけたパジャマがボロボロ過ぎて、とうとうオシャレアイテムになりました。,317266
2019-03-08,【模様替えの季節】新しくなった僕の部屋を紹介します。,495607
2019-03-07,【悲報】EOS Rの動画クロップ機能、フルHDの60pでは使えないことが判明。,295320
2019-03-06,妻に動画のネタを用意してもらった結果・・・,529337
2019-03-04,【EOS R 開封】今後、瀬戸弘司のカメラシステムはすべてミラーレスに移行します。,435467
2019-03-02,使ってないカメラとレンズを売ったら、とんでもない金額になった。,407807
2019-03-01,【おひさしぶりです】部屋をリニューアルして再出発！とりあえず、、、メガネを変えます。,522256
2018-12-31,瀬戸弘司が選んだ！2018年 本当に買ってよかったものランキング 5位→1位,801311
2018-12-29,瀬戸弘司が選んだ！2018年 本当に買ってよかったものランキング 10位→6位,416939
2018-12-28,瀬戸弘司が選んだ！2018年 本当に買ってよかったものランキング 14位→11位,345787
2018-12-27,瀬戸弘司が選んだ！2018年 本当に買ってよかったものランキング 18位→15位,451860
2018-12-25,【凄すぎる…】最新のノイズキャンセリングヘッドホンを買ってみたらぶったまげた！！！ / SONY WH-1000XM3,899461
2018-12-24,【作業用せとこうじ#4 ハワイ編】リラックスタイムのお供に。あなたのデスクトップを2時間だけハワイにする動画。,424049
2018-12-23,ハワイでクリスマスソング弾いてみた / The Christmas Song in Hawaii,209640
2018-12-19,こんにちは、映画版「隙間男」に出演しました瀬戸弘司です。,127211
2018-12-15,【瀬戸弘司のレビューLIVE】新発売！Rolandのビデオミキサー「V-02HD」を触りながら感想を言うライブ。,170862
2018-12-15,俺のiPad Proが最強になりました。 / Luna Display,662520
2018-12-13,【半自作PC】ずっと紹介していなかったWindows PCを初披露します！,346965
2018-12-12,ぼくのYouTube Live配信機材を紹介します！後編,101648
2018-12-11,【悲報】2年連続！瀬戸弘司、またしてもクレジットカード番号が流出してしまう。,640116
2018-12-10,ぼくのYouTube Live配信機材を紹介します！前編,161384
2018-12-02,【作業用せとこうじ#3】調べものしてたんだけど、いつのまにかBGMに合わせてドラム叩いてた…そんなライブ。,431589
2018-12-02,Osmo Pocketは夜の撮影に強いのか？いろいろテストしてみた！ / DJI Osmo Pocket 動画レビュー！,249792
2018-12-01,新時代の幕開け。ビデオカメラの未来がやってきた！ / DJI Osmo Pocket 動画レビュー！,365512
2018-11-30,【作業用せとこうじ#2】勉強や仕事のおともに！瀬戸弘司があなたのとなりでずっと編集しててくれる動画。,836560
